Energy[keV],Fluence_rate [cm^-2s^-1],kerma_rate[keV/g s]
202.4,0.46852,2.534077617
202.6,0.257,1.391697322
202.8,0.21704,1.176713676
203,0.57045,3.096473867
203.2,0.040678,0.221068928
203.4,0.17119,0.931460079
203.6,0.1395,0.759936439
203.8,0.43818,2.38985904
204,0.70591,3.854652293
204.2,0.41943,2.293036524
204.4,0,0
204.6,0.37786,2.070675392
204.8,0.13738,0.753734907
205,0.13885,0.762701299
205.2,0.12643,0.695299147
205.4,0.26083,1.436122642
205.6,0.26924,1.484176231
205.8,0.14528,0.801794546
206,0.22573,1.247261161
206.2,0.4682,2.590060168
206.4,0.35157,1.947152898
206.6,0.29829,1.654002723
206.8,0.33948,1.8846056
207,1.1474,6.377190134
207.2,0.49593,2.759577633
207.4,0.51215,2.853163166
207.6,0.34785,1.940117872
207.8,0.66195,3.696302056
208,0.40383,2.257597355
208.2,0.2965,1.659501812
208.4,0.35687,1.99971306
208.6,0.037135,0.20832681
208.8,0.053086,0.298157211
209,0.087373,0.491298715
209.2,0.37405,2.105719859
209.4,0.3242,1.827199574
209.6,0.32331,1.824289011
209.8,0.18768,1.06021396
210,0.20131,1.138521882
210.2,0.4856,2.749506253
210.4,0.17769,1.00725287
210.6,0.10827,0.614444481
210.8,0.22154,1.258708428
211,0.13791,0.784452623
211.2,0.33975,1.934763535
211.4,0.26325,1.500837839
211.6,0.48841,2.787702322
211.8,0.65439,3.739335732
212,0.089783,0.51362644
212.2,0.11925,0.682977819
212.4,0.16378,0.939082029
212.6,1.37E-10,7.84E-10
212.8,0.11427,0.65669286
213,0.23607,1.358200297
213.2,0.1528,0.880113802
213.4,0.13248,0.763937371
213.6,0.23662,1.3659989
213.8,0.13563,0.783872861
214,0.15128,0.87530993
214.2,0.2375,1.375732294
214.4,0.23779,1.378965467
214.6,0.42548,2.470176277
214.8,0.23832,1.385153128
215,0.65204,3.794019381
215.2,0.57682,3.360107219
215.4,0.23922,1.395074309
215.6,0.23943,1.397864131
215.8,0.3913,2.287084947
216,0.088346,0.516945671
216.2,0.58922,3.451600871
216.4,0.26839,1.573961163
216.6,0.24049,1.41191584
216.8,0.42964,2.525225217
217,0.16838,0.990761341
217.2,0.12561,0.739921109
217.4,0.24172,1.425463033
217.6,0.1506,0.889098823
217.8,0.14443,0.853618234
218,0.62112,3.675043754
218.2,0.13326,0.789345355
218.4,0.34178,2.026719583
218.6,0.44331,2.631684591
218.8,0.24343,1.446702467
219,0.06142,0.365420806
219.2,0.42625,2.538783762
219.4,0.097921,0.583867827
219.6,0.74496,4.446809951
219.8,0.080135,0.478866318
220,0.080046,0.478858992
220.2,0,0
220.4,0.44033,2.639956643
220.6,0.29237,1.754792917
220.8,0.42637,2.561850484
221,0.49844,2.9981519
221.2,0.18767,1.130078818
221.4,0.24663,1.486731184
221.6,0.24666,1.488529595
221.8,0.46737,2.823522873
222,0.50832,3.074248294
222.2,0.50871,3.079943978
222.4,0.030295,0.1836174
222.6,0.10446,0.633815369
222.8,0.060058,0.364798476
223,0.50278,3.057236846
223.2,0.51056,3.10789514
223.4,0.49591,3.021972121
223.6,0.24912,1.519720558
223.8,0.2493,1.522455183
224,0.056923,0.347997925
224.2,0.35341,2.162887264
224.4,0.68646,4.205677843
224.6,0.23522,1.442647646
224.8,0.10953,0.672487034
225,0.82857,5.092656423
225.2,0.058,0.356867547
225.4,0.25093,1.545592786
225.6,0.25131,1.549584432
225.8,0.1622,1.001195408
226,0,0
226.2,0.48596,3.006022403
226.4,0.67214,4.162100837
226.6,0.33778,2.093859336
226.8,0.05908,0.366618454
227,0.25259,1.569097038
227.2,0.062879,0.391019702
227.4,0.36894,2.296717996
227.6,0,0
227.8,0,0
228,0.081541,0.509215979
228.2,0.41796,2.612870205
228.4,0.24289,1.520020452
228.6,0.21251,1.33129838
228.8,0.33693,2.112961117
229,0.19517,1.225237365
229.2,0,0
229.4,0.39335,2.474546907
229.6,0.44288,2.789052081
229.8,0.10583,0.667164501
230,0.18426,1.162808876
230.2,0.18408,1.16288448
230.4,0.18544,1.172696545
230.6,0.18502,1.171258411
230.8,0.10611,0.672421733
231,0.25689,1.629609581
231.2,0.19325,1.227174662
231.4,0.39546,2.513850863
231.6,0.5743,3.654478386
231.8,0.33985,2.164826297
232,0.21674,1.382049552
232.2,0.020138,0.128543231
232.4,0.15667,1.001075003
232.6,0.16364,1.046689119
232.8,0.45489,2.912605471
233,0.13827,0.886236914
233.2,0.37499,2.40595627
233.4,0.066412,0.426540568
233.6,0.25924,1.666714089
233.8,0.83511,5.374618707
234,0.077596,0.499905325
234.2,0.25985,1.675772945
234.4,0.29363,1.895555377
234.6,0.42378,2.738543724
234.8,0.2602,1.683174954
235,0.31319,2.028019724
235.2,0.40545,2.628109689
235.4,0.26065,1.691240548
235.6,0.45879,2.979906541
235.8,0.26098,1.696823033
236,0.063513,0.413363525
236.2,0.35264,2.29742254
236.4,0.53248,3.47257763
236.6,0.13638,0.890303922
236.8,0.53273,3.481234443
237,0.16829,1.100835751
237.2,0.048335,0.316492641
237.4,0.13355,0.875352641
237.6,0.20003,1.312414837
237.8,0.80622,5.2950003
238,0.36112,2.374105268
238.2,0.65598,4.316926167
238.4,0.71239,4.692853684
238.6,0.20048,1.321980396
238.8,0,0
239,0,0
239.2,0,0
239.4,0.25228,1.67021236
239.6,0.26479,1.7547819
239.8,0.265,1.7579225
240,0.2653,1.761663573
240.2,0.11228,0.746310567
240.4,0.19219,1.278730509
240.6,0,0
240.8,0,0
241,0.23828,1.590107689
241.2,0.14762,0.986083216
241.4,0,0
241.6,0.52319,3.501752268
241.8,0.40256,2.697023953
242,0.05513,0.369717469
242.2,0.076754,0.515240967
242.4,0.10954,0.736053007
242.6,0.19372,1.302978942
242.8,0.096484,0.649597606
243,0.44488,2.998180492
243.2,0.49337,3.328227497
243.4,0.14505,0.979451582
243.6,0.18961,1.281595723
243.8,0.000032243,0.000218147
244,0.13592,0.920494335
244.2,0.26884,1.822447446
244.4,0.26883,1.824155397
244.6,0.59329,4.029709175
244.8,0.38301,2.60398793
245,0.54583,3.714565632
245.2,0.72804,4.959378552
245.4,0.36429,2.483935168
245.6,0.54666,3.731048515
245.8,0.54698,3.736846373
246,0.14186,0.970093413
246.2,0.25322,1.733289131
246.4,0.2519,1.725918137
246.6,0.7329,5.026380594
246.8,0.38174,2.620574726
247,0.30936,2.125743585
247.2,0.43724,3.00735053
247.4,0.085117,0.585999886
247.6,0.051748,0.35660831
247.8,0.14026,0.967493379
248,0.00026809,0.001851018
248.2,0.39642,2.739688028
248.4,0,0
248.6,0.016451,0.113911532
248.8,0.3697,2.562354284
249,0.20889,1.449176647
249.2,0.40292,2.797924986
249.4,0.22755,1.581638617
249.6,0.36163,2.515982787
249.8,0.13086,0.911302454
250,0.41702,2.906862793
250.2,0.69712,4.863924088
250.4,0.75228,5.25375583
250.6,0.55427,3.874560028
250.8,0.11833,0.82795373
251,0.17391,1.217994903
251.2,0,0
251.4,0.24615,1.727184703
251.6,0.27534,1.933822318
251.8,0.6684,4.698849726
252,0.50041,3.521182128
252.2,0.41704,2.937292226
252.4,0.54669,3.854047396
252.6,0.27651,1.951159553
252.8,0.27668,1.954183203
253,0.27688,1.957420844
253.2,0.27706,1.960519265
253.4,0.45835,3.246375348
253.6,0.25259,1.790694139
253.8,0,0
254,0.19634,1.394505503
254.2,0.41746,2.967759754
254.4,0.55176,3.926142596
254.6,0.47079,3.353085503
254.8,0.085566,0.609985809
255,0.11273,0.804375201
255.2,0.47891,3.420371659
255.4,0.34163,2.442166037
255.6,0.36745,2.629158669
255.8,0.35476,2.540692567
256,0.43267,3.101506885
256.2,0.27929,2.003869419
256.4,0.35383,2.54100969
256.6,0.413,2.968649543
256.8,0.26146,1.881095833
257,0,0
257.2,0.33693,2.428497422
257.4,0.071244,0.513974742
257.6,0.11049,0.797832189
257.8,0.28073,2.028953462
258,0.22247,1.609344343
258.2,0.13037,0.943950097
258.4,0.27884,2.020783918
258.6,0.074624,0.541297907
258.8,0.12644,0.917983593
259,0.45885,3.33436675
259.2,0.46875,3.409382293
259.4,0.10665,0.776402031
259.6,0.29012,2.113948721
259.8,0.33016,2.407863188
260,0,0
260.2,0.058655,0.428540947
260.4,0.28233,2.064589338
260.6,0.27656,2.024207292
260.8,0,0
261,0,0
261.2,0.46939,3.444799645
261.4,0.36419,2.675133953
261.6,0,0
261.8,0.042871,0.315467568
262,0.4073,2.999795999
262.2,0.57154,4.213177542
262.4,0.016535,0.121998014
262.6,0,0
262.8,0,0
263,0,0
263.2,0,0
263.4,0,0
263.6,0.21154,1.569081773
263.8,0.38881,2.886511265
264,0.65751,4.885629938
264.2,0,0
264.4,0,0
264.6,0,0
264.8,0,0
265,0.010642,0.079423262
265.2,0.28587,2.135370216
265.4,0.11678,0.873077583
265.6,0.42109,3.150929556
265.8,0.22082,1.65379321
266,0.19705,1.477059213
266.2,0.16148,1.21148631
266.4,0.73474,5.517106845
266.6,0.3667,2.755917418
266.8,0.000012908,9.71E-05
267,0,0
267.2,0.42245,3.183179891
267.4,0,0
267.6,0,0
267.8,0.035039,0.264706702
268,0.40452,3.058639638
268.2,0.19034,1.440433146
268.4,0,0
268.6,0.13411,1.016652674
268.8,0.28675,2.175647585
269,0,0
269.2,0,0
269.4,0.44702,3.400407991
269.6,0.18847,1.434889964
269.8,0.1753,1.335765537
270,0.28901,2.204107623
270.2,0.53202,4.060870621
270.4,0.27664,2.113377591
270.6,0.83065,6.351126758
270.8,0.592,4.530276083
271,0.069688,0.533741385
271.2,0,0
271.4,0.32225,2.472319697
271.6,0.10138,0.778453906
271.8,0,0
272,0,0
272.2,0.21241,1.635160257
272.4,0.12261,0.944667223
272.6,0.086625,0.667980008
272.8,0.20042,1.546778799
273,0.44019,3.40011758
273.2,0.21265,1.643938008
273.4,0,0
273.6,0.16456,1.274312463
273.8,0.045407,0.351916622
274,0.21581,1.673992598
274.2,0.21018,1.631691441
274.4,0.2132,1.656525818
274.6,0,0
274.8,0,0
275,0.35832,2.791086149
275.2,0.28588,2.228686918
275.4,0,0
275.6,0,0
275.8,0.16922,1.322526558
276,0.041474,0.324407202
276.2,0.22536,1.76422081
276.4,0.5905,4.626549828
276.6,0.10022,0.785873544
276.8,0.15845,1.243515309
277,0.42644,3.349478117
277.2,0.51463,4.045519725
277.4,0.29449,2.316911718
277.6,0.51281,4.037893202
277.8,0.19717,1.55381134
278,0,0
278.2,0,0
278.4,0,0
278.6,0.19582,1.548274412
278.8,0.2955,2.338331028
279,0.43545,3.448610327
279.2,0.15594,1.236005455
279.4,0.29606,2.348547385
279.6,0.2963,2.352381125
279.8,0.71204,5.657656517
280,0,0
280.2,0,0
280.4,0,0
280.6,0,0
280.8,0.20096,1.603312681
281,0.01321,0.105478962
281.2,0.28677,2.291663689
281.4,0.15237,1.218626139
281.6,0.21185,1.695715782
281.8,0,0
282,0.023835,0.191093559
282.2,0.29795,2.390710623
282.4,0.11084,0.890087267
282.6,0.045189,0.363179205
282.8,0.17001,1.367459913
283,0.20624,1.660216226
283.2,0.36725,2.958727039
283.4,0.30128,2.429206677
283.6,0.22794,1.839354762
283.8,0.29913,2.415769249
284,0.29886,2.415536023
284.2,0.29929,2.420961652
284.4,0.2991,2.42137372
284.6,0.10724,0.868863703
284.8,0,0
285,0.39597,3.213329084
285.2,0.26274,2.13386899
285.4,0.21918,1.781520601
285.6,0.61464,4.999871594
285.8,0.48924,3.982977277
286,0.18688,1.522636632
286.2,0.25219,2.056404876
286.4,0.32445,2.647741577
286.6,0.79153,6.46460493
286.8,0.40767,3.332191064
287,0.24537,2.007191822
287.2,0,0
287.4,0,0
287.6,0.29841,2.446910387
287.8,0.46096,3.782798248
288,0.36568,3.003282172
288.2,0.20302,1.668700864
288.4,0.17905,1.472849858
288.6,0.04038,0.332425782
288.8,0,0
289,0.20056,1.653714048
289.2,0.019243,0.158793366
289.4,0,0
289.6,0.22244,1.838479008
289.8,0.221,1.828019391
290,0.16222,1.342874449
290.2,0.34752,2.879075543
290.4,0.60322,5.001393061
290.6,0.18425,1.52884869
290.8,0.2608,2.165738946
291,0.12408,1.031196837
291.2,0.71925,5.982196634
291.4,0.1141,0.949745497
291.6,0.30476,2.538751006
291.8,0.30037,2.504142295
292,0.085582,0.714043956
292.2,0.13653,1.140014656
292.4,0.051539,0.430683193
292.6,0.39554,3.307894887
292.8,0,0
293,0,0
293.2,0,0
293.4,0,0
293.6,0.13818,1.160111517
293.8,0.61388,5.157936461
294,0.37986,3.19413884
294.2,0.48937,4.118177486
294.4,0.40127,3.379416128
294.6,0,0
294.8,0.33849,2.855121951
295,0.92366,7.797000017
295.2,0.14203,1.199863488
295.4,0.3077,2.601449342
295.6,0.090365,0.764581932
295.8,0.59966,5.077670737
296,0.46009,3.898860553
296.2,0.53453,4.53317227
296.4,0.21257,1.804127057
296.6,0,0
296.8,0.069671,0.592224738
297,0.5001,4.254276387
297.2,0.30888,2.629618596
297.4,0.025704,0.218996712
297.6,0.13943,1.188849283
297.8,0.086863,0.741205906
298,0.22667,1.93567013
298.2,0,0
298.4,0.26195,2.24037942
298.6,0.51914,4.443449788
298.8,0.12652,1.083745647
299,0,0
299.2,0,0
299.4,0,0
299.6,0.28871,2.480604244
299.8,0.16622,1.429256826
300,0.45531,3.918007992
