Energy[keV],Fluence_rate [cm^-2s^-1],kerma_rate[keV/g s]
63.2,1.4967,2.673704232
63.4,0.76338,1.363265886
63.6,1.0541,1.881903755
63.8,0.63027,1.124948656
64,0.74348,1.326723831
64.2,0.48141,0.858907244
64.4,0.29904,0.533451747
64.6,0.4914,0.876497185
64.8,0.23972,0.427547144
65,0.20631,0.36794192
65.2,0.71155,1.268991105
65.4,0.85468,1.524283694
65.6,0.62953,1.122800952
65.8,0.83155,1.483248047
66,0.49806,0.888507667
66.2,0.45273,0.807770398
66.4,0.21391,0.381736739
66.6,0.19043,0.339912816
66.8,0.70959,1.26693422
67,0.50677,0.905080091
67.2,0.44083,0.787575021
67.4,0.61158,1.093034579
67.6,1.0236,1.830146738
67.8,1.015,1.81556529
68,0.68814,1.231481875
68.2,0.4851,0.868566544
68.4,0.40499,0.725524265
68.6,0.75818,1.359036162
68.8,0.36985,0.663362007
69,0.14713,0.264063107
69.2,1.0115,1.816641172
69.4,0.4804,0.863412411
69.6,0.36125,0.649756185
69.8,0.45842,0.825179936
70,0.56706,1.021578897
70.2,0.12619,0.227528175
70.4,0.70444,1.271234168
70.6,0.55898,1.009609133
70.8,0.33127,0.598851154
71,0.63116,1.141985375
71.2,0.31207,0.56514784
71.4,0.82398,1.493552719
71.6,0.70893,1.286192889
71.8,0.75595,1.372776633
72,0.46434,0.844019187
72.2,0.86989,1.582688677
72.4,0.72221,1.315271062
72.6,1.299,2.368030874
72.8,1.9825,3.617627362
73,1.0271,1.876125642
73.2,0.62742,1.147234986
73.4,0.35595,0.65152979
73.6,0.28312,0.518768561
73.8,0.69002,1.265695677
74,1.0099,1.854459468
74.2,0.35082,0.644913759
74.4,1.5945,2.934453598
74.6,1.5361,2.83018526
74.8,1.6476,3.03911522
75,1.8325,3.384128529
75.2,1.7171,3.174779269
75.4,0.91579,1.695261281
75.6,1.1539,2.138649187
75.8,0.68278,1.267041231
76,0.66344,1.232702415
76.2,0.72129,1.341903584
76.4,1.1439,2.130897431
76.6,0.79461,1.482176688
76.8,0.87955,1.642806594
77,0.70918,1.326389037
77.2,0.92024,1.723505913
77.4,0.64829,1.215869614
77.6,0.67044,1.259193553
77.8,0.26621,0.500703705
78,0.41175,0.775573531
78.2,1.185,2.235372011
78.4,0.55058,1.04016736
78.6,0.52601,0.99526207
78.8,0.74501,1.411807981
79,0.30233,0.573818242
79.2,0.61977,1.178183166
79.4,0.5724,1.089885071
79.6,0.22862,0.436017432
79.8,0.49523,0.946051861
80,0.67087,1.283732766
80.2,0.73429,1.407465237
80.4,0.62415,1.198378637
80.6,0.90642,1.743294909
80.8,1.1742,2.262148451
81,0.56711,1.094423432
81.2,0.69055,1.334915365
81.4,0.79479,1.539051158
81.6,0.62315,1.208751198
81.8,0.56917,1.105940171
82,0.64923,1.26367456
82.2,1.0297,2.007687809
82.4,0.68754,1.342870331
82.6,0.79541,1.556251151
82.8,0.73053,1.431796085
83,0.90865,1.784005643
83.2,0.62162,1.222596378
83.4,0.58141,1.145516277
83.6,0.96836,1.91125402
83.8,0.93055,1.839866445
84,0.4415,0.87446931
84.2,1.1015,2.185586291
84.4,1.1477,2.281307313
84.6,1.6014,3.188817028
84.8,1.1974,2.388613342
85,0.5178,1.034779877
85.2,0.98112,1.964219133
85.4,0.92096,1.847111245
85.6,1.0949,2.199955301
85.8,0.6892,1.387313048
86,1.1304,2.279574971
86.2,1.0831,2.188192805
86.4,0.75704,1.532265302
86.6,0.74672,1.514167382
86.8,0.83136,1.688920018
87,1.2591,2.562636277
87.2,0.65922,1.344209251
87.4,0.86713,1.771468708
87.6,1.0049,2.056780448
87.8,0.54038,1.108110974
88,0.98318,2.019942675
88.2,1.241,2.554482707
88.4,0.60862,1.255179314
88.6,0.48354,0.999133575
88.8,0.46209,0.956648888
89,0.7354,1.525414161
89.2,0.41895,0.87069854
89.4,0.080211,0.167026117
89.6,0.44413,0.92663518
89.8,0.53082,1.109679582
90,0.61543,1.289092479
90.2,0.71397,1.498447271
90.4,0.77308,1.625700928
90.6,0.4238,0.892957247
90.8,0.31002,0.654503335
91,0.7947,1.681035548
91.2,0.26282,0.557035501
91.4,0.38596,0.819628288
91.6,0.82792,1.761622052
91.8,0.44217,0.942677309
92,1.3576,2.899979065
92.2,1.0861,2.324567067
92.4,0.76229,1.634714235
92.6,1.4754,3.17015879
92.8,0.32676,0.70347738
93,0.54899,1.184230466
93.2,0.77199,1.668532552
93.4,0.55116,1.193583243
93.6,0.25913,0.562270965
93.8,0.3466,0.753547304
94,0.70153,1.528211257
94.2,0.64802,1.414431926
94.4,0.72306,1.581342364
94.6,0.65152,1.427706066
94.8,0.26072,0.572461864
95,0.14861,0.3269514
95.2,0.48801,1.075793103
95.4,0.8334,1.840858578
95.6,0.43148,0.95498519
95.8,0.55966,1.241170735
96,0.47839,1.063072808
96.2,0.51343,1.143242319
96.4,0.14735,0.328765252
96.6,0.19376,0.433192874
96.8,0.53588,1.20051871
97,0.395,0.886718126
97.2,1.032,2.321444461
97.4,1.1381,2.565383153
97.6,0.86163,1.94620707
97.8,0.34446,0.779662694
98,0.12802,0.2903681
98.2,0.76369,1.735780496
98.4,0.34675,0.789776818
98.6,0.83152,1.897905168
98.8,0.8518,1.948305781
99,1.316,3.016455449
99.2,0.58421,1.341947464
99.4,0.85669,1.972058405
99.6,0.59425,1.370878447
99.8,0.56935,1.316276071
100,0.003122,0.007233405
100.2,0.99977,2.321420049
100.4,0.67847,1.578798788
100.6,0.42557,0.992449461
100.8,1.1123,2.599557062
101,0.91112,2.133987114
101.2,0.46524,1.092020612
101.4,0.48902,1.150314981
101.6,0.16876,0.397827532
101.8,0.067181,0.158710534
102,0.53768,1.27296352
102.2,0.6911,1.639700686
102.4,0.55457,1.318592192
102.6,0.47731,1.137323317
102.8,0.90924,2.171151223
103,0.68824,1.646942502
103.2,0.60205,1.443766432
103.4,0.25547,0.613944357
103.6,0.42199,1.016283485
103.8,0.68132,1.644320001
104,0.65284,1.578931711
104.2,0.29313,0.710455944
104.4,0.32855,0.797990203
104.6,0.10068,0.24505153
104.8,0.29008,0.707536824
105,0.56983,1.392812175
105.2,0.15637,0.383014844
105.4,0.56048,1.37573936
105.6,0.89892,2.211107791
105.8,0.39791,0.980811428
106,0.78055,1.928022748
106.2,0.78053,1.932016205
106.4,1.0077,2.499546075
106.6,0.95083,2.363417671
106.8,1.0687,2.661951412
107,1.0225,2.552192032
107.2,0.34627,0.866103168
107.4,0.081499,0.204272915
107.6,0.09177,0.230495266
107.8,0.11719,0.294953556
108,0.33139,0.835801838
108.2,0.56906,1.438208554
108.4,1.1407,2.888911156
108.6,0.88024,2.233890278
108.8,0.84749,2.155223817
109,0.76007,1.936901403
109.2,0.96226,2.457205952
109.4,0.73949,1.892237811
109.6,0.35861,0.919515767
109.8,0.78007,2.004300472
110,0.53127,1.367842564
110.2,0.50923,1.313788564
110.4,0.3223,0.833223651
110.6,0.28244,0.731671926
110.8,0.52067,1.351576939
111,0.57718,1.501331686
111.2,0.63268,1.649057417
111.4,0.065698,0.171588926
111.6,0.75908,1.986594541
111.8,0.47292,1.240203933
112,0.41463,1.089554697
112.2,0.54228,1.427887391
112.4,0.98821,2.607359048
112.6,1.24,3.278337635
112.8,0.50001,1.324616811
113,0.52594,1.396132179
113.2,1.0962,2.915802379
113.4,0.48741,1.29909189
113.6,0.96618,2.580357193
113.8,0.84846,2.270537673
114,1.0525,2.82224173
114.2,0.70155,1.88497118
114.4,0.73041,1.966463988
114.6,0.60354,1.628162595
114.8,0.50447,1.363636814
115,0.81149,2.197948128
115.2,0.34725,0.942424689
115.4,0.70808,1.925555797
115.6,0.60568,1.650386424
115.8,0.55822,1.524107801
116,0.54316,1.485953492
116.2,0.27942,0.76595161
116.4,0.41511,1.140178159
116.6,0.41504,1.142258573
116.8,0.19196,0.529357951
117,0.6988,1.93087921
117.2,0.34374,0.951689067
117.4,0.41328,1.146493204
117.6,0.56508,1.57071871
117.8,0.93519,2.604647877
118,0.37787,1.0545121
118.2,0.22836,0.638540556
118.4,0.42881,1.201412005
118.6,0.60206,1.690148114
118.8,0.46546,1.3092561
119,0.49975,1.40848303
119.2,0.2288,0.646116366
119.4,0.6535,1.849079367
119.6,0.67274,1.907268292
119.8,0.59247,1.683002734
120,0.91459,2.603143868
120.2,0.1518,0.432908496
120.4,0.000043004,0.000122881
120.6,0.93671,2.68183955
120.8,0.59806,1.715627821
121,0.51338,1.475595507
121.2,0.60452,1.740958731
121.4,0.50104,1.445769302
121.6,0.41765,1.207500338
121.8,0.68621,1.987830607
122,0.81735,2.372342218
122.2,0.19234,0.55935202
122.4,0.60592,1.765536119
122.6,0.47566,1.388682831
122.8,0.32318,0.945356089
123,0.88945,2.606852184
123.2,0.32535,0.955408281
123.4,0.83469,2.455874298
123.6,1.0417,3.070900423
123.8,0.81695,2.413015493
124,0.70651,2.090855068
124.2,0.35126,1.041537043
124.4,0.20822,0.618597698
124.6,0.8825,2.626877589
124.8,0.58541,1.745918456
125,0.51273,1.532112594
125.2,0.13406,0.401363885
125.4,0.19758,0.592676535
125.6,0.60034,1.804289738
125.8,0.43825,1.319665186
126,0.57033,1.720677575
126.2,0.62668,1.894301892
126.4,0.53803,1.629440757
126.6,0.24164,0.733209868
126.8,0.21467,0.652614784
127,0.42233,1.286359226
127.2,0.79342,2.421235213
127.4,0.33213,1.015463198
127.6,0.87826,2.690296771
127.8,0.93532,2.870496945
128,0.69287,2.130429668
128.2,0.98638,3.038624881
128.4,0.38523,1.188965218
128.6,0.61679,1.907222836
128.8,1.0387,3.217867629
129,0.70732,2.195365281
129.2,0.52862,1.643789312
129.4,0.75819,2.362061699
129.6,0.41098,1.282754149
129.8,0.094988,0.297029775
130,0.49751,1.558621007
130.2,0.77001,2.416804517
130.4,0.78948,2.482514167
130.6,0.73405,2.312494472
130.8,0.49001,1.546548303
131,0.66995,2.118378045
131.2,0.14287,0.452588703
131.4,0.000063191,0.000200548
131.6,0.51246,1.629382528
131.8,0.55763,1.776266286
132,0.65887,2.102614506
132.2,0.62445,1.996432854
132.4,0.26196,0.839050858
132.6,0.58063,1.863151651
132.8,0.027205,0.087456496
133,0.2378,0.765859313
133.2,0.66538,2.146841105
133.4,0.62412,2.017392923
133.6,0.41626,1.347964774
133.8,0.10315,0.33463689
134,0.23889,0.776412535
134.2,0.42161,1.37276037
134.4,0.77402,2.524785957
134.6,0.64797,2.117459638
134.8,0.65455,2.14284247
135,0.47415,1.555069061
135.2,0.60848,1.999245313
135.4,0.24572,0.808808106
135.6,0.24097,0.794607294
135.8,0.53704,1.774108465
136,0.25437,0.841826871
136.2,0.19113,0.633677845
136.4,0.10693,0.355157852
136.6,0.052112,0.173396856
136.8,0.5579,1.859691516
137,0.29201,0.975130636
137.2,0.51172,1.711896353
137.4,0.40937,1.37195722
137.6,0.10859,0.36458044
137.8,0.42419,1.426732122
138,0.80601,2.715816624
138.2,0.51264,1.730414043
138.4,0.24662,0.83395555
138.6,0.63867,2.163554045
138.8,0.64693,2.19545585
139,0.3132,1.06479237
139.2,0.63144,2.150555291
139.4,0.73849,2.519637625
139.6,0.26402,0.902411963
139.8,0.73903,2.530487845
140,0.55545,1.905289429
140.2,0.54644,1.877723573
140.4,1.0442,3.594555469
140.6,0.52981,1.827061238
140.8,0.48065,1.660475487
141,0.48907,1.692560587
141.2,0.65936,2.285938672
141.4,0.43345,1.505389398
141.6,0.16023,0.55746888
141.8,0.20899,0.728397297
142,0.51317,1.79171598
142.2,0.87771,3.069892007
142.4,0.84274,2.952764774
142.6,0.18796,0.659724953
142.8,0.18351,0.645235823
143,0.14466,0.509527327
143.2,0.46068,1.625465208
143.4,0.3231,1.142019668
143.6,0.70302,2.489210419
143.8,0.36126,1.281356872
144,0.31055,1.103410306
144.2,0.20419,0.726765369
144.4,0.17675,0.630191292
144.6,0.34499,1.232172927
144.8,0.6277,2.245786242
145,0.012425,0.044531032
145.2,0.64586,2.318749155
145.4,0.78546,2.824798012
145.6,0.81521,2.93683598
145.8,0.18609,0.671551021
146,0.57469,2.077467845
146.2,0.81532,2.95238072
146.4,0.53654,1.946206233
146.6,0.79408,2.88530939
146.8,0.64029,2.330478543
147,0.14775,0.538685161
147.2,0.40487,1.478635472
147.4,0.7011,2.564852246
147.6,0.074389,0.272600609
147.8,0.36482,1.339156409
148,0.13676,0.502857768
148.2,0.56995,2.099206057
148.4,0.71459,2.636369738
148.6,0.20721,0.765755258
148.8,0.24201,0.895862379
149,0.55103,2.0431994
149.2,0.3618,1.34378688
149.4,0.21527,0.800885571
149.6,0.44122,1.644243243
149.8,1.4461,5.397987887
150,0.44845,1.676753005
150.2,0.13518,0.506276659
150.4,0.28557,1.071291094
150.6,0.42238,1.587145567
150.8,0.22049,0.829888732
151,0.24395,0.919704697
151.2,1.0447,3.9450712
151.4,0.32722,1.237706921
151.6,0.36216,1.372120489
151.8,0.34616,1.31365554
152,0.59644,2.267165878
152.2,0.99883,3.802936681
152.4,0.37684,1.437125054
152.6,0.44,1.68073545
152.8,0.59093,2.260949756
153,0.83206,3.188722886
153.2,0.29622,1.137058601
153.4,0.54478,2.094570763
153.6,0.65748,2.531983769
153.8,0.87088,3.359233991
154,0.22979,0.887801171
154.2,0.40563,1.56969902
154.4,0.29552,1.1454444
154.6,0.27774,1.078264899
154.8,0.60174,2.339887119
155,0.14583,0.567977299
155.2,0.044289,0.172773506
155.4,0.17309,0.676315762
155.6,0.43791,1.713790566
155.8,0.30663,1.201937756
156,0.3073,1.206489208
156.2,0.40421,1.589500175
156.4,0.93184,3.670173718
156.6,0.65545,2.585685424
156.8,0.42446,1.677114987
157,1.1496,4.549481267
157.2,0.28992,1.14916255
157.4,0.39279,1.559376488
157.6,0.65961,2.622793935
157.8,0.50495,2.010994154
158,0.31576,1.259517337
158.2,0.4671,1.866124535
158.4,0.32088,1.283974031
158.6,0.42785,1.714695786
158.8,0.047127,0.189167451
159,0.24495,0.984768738
159.2,0.65577,2.640509107
159.4,0.25321,1.021163816
159.6,0.53319,2.153645037
159.8,0.5345,2.162302898
160,0.38059,1.542062635
160.2,0.34032,1.381042564
160.4,0.11422,0.464232808
160.6,0.18407,0.749289938
160.8,0.85004,3.465601322
161,0.53885,2.200283343
161.2,0.0029874,0.012217286
161.4,0.37329,1.528964726
161.6,0.048883,0.200529313
161.8,0.3312,1.36075014
162,0.76197,3.135401213
162.2,0.61477,2.533577832
162.4,0.55654,2.297118764
162.6,0.64906,2.683098034
162.8,0.72709,3.010257499
163,0.72232,2.995077373
163.2,0.19759,0.820550758
163.4,0.32681,1.359242874
163.6,0.17401,0.724830281
163.8,0.33844,1.411898115
164,0.2495,1.042439674
164.2,0.12611,0.52770083
164.4,0.33096,1.38698189
164.6,0.13127,0.550956057
164.8,0.54708,2.299628456
165,0.06639,0.279488556
165.2,0.51606,2.175781356
165.4,0.1401,0.591569874
165.6,0.18868,0.797895128
165.8,0.32226,1.364826832
166,0.17456,0.740399743
166.2,0.13152,0.558679682
166.4,0.1323,0.562833124
166.6,0.28534,1.215711058
166.8,0.45427,1.938335059
167,0.45844,1.959041168
167.2,0.35036,1.49941214
167.4,0.35059,1.50262517
167.6,0.35152,1.508846253
167.8,0.43409,1.866026173
168,0.70939,3.053973047
168.2,0.074865,0.322775337
168.4,0.16044,0.69274713
168.6,0.38639,1.670812514
168.8,0.41011,1.775992603
169,0.5964,2.586524373
169.2,0.56668,2.461241154
169.4,0.65317,2.841051149
169.6,0.23021,1.002796355
169.8,0.037703,0.164474816
170,0.40715,1.778738398
170.2,0.42913,1.877499635
170.4,0.89876,3.937923433
170.6,0.57946,2.542604126
170.8,0.10327,0.453795748
171,0.57825,2.544673431
171.2,0.46527,2.050457834
171.4,0.34963,1.543060917
171.6,0.073288,0.323917978
171.8,0.32238,1.426912327
172,0.68574,3.039589338
172.2,0.23553,1.045507394
172.4,0.21948,0.975664477
172.6,0.079045,0.351887492
172.8,0.48411,2.158224331
173,0.36707,1.638791675
173.2,0.21078,0.94237945
173.4,0.61018,2.731965118
173.6,0.47143,2.113753781
173.8,0.36241,1.627258624
174,0.33838,1.521526606
174.2,0.39857,1.794721879
174.4,0.37339,1.683728838
174.6,0.22275,1.005873414
174.8,0.20251,0.915772238
175,0.15938,0.721754401
175.2,0.42483,1.926569021
175.4,0.28405,1.289962395
175.6,0.59851,2.721858969
175.8,0.57808,2.632650442
176,0.29803,1.359175017
176.2,0.15722,0.718013226
176.4,0.39302,1.797412117
176.6,0.41061,1.880485603
176.8,0.3137,1.438671389
177,0.38096,1.749573486
177.2,0.60526,2.783553909
177.4,0.30558,1.407299643
177.6,0,0
177.8,0,0
178,0.31307,1.447804515
178.2,0.30106,1.394190463
178.4,0.16253,0.753706606
178.6,0.040174,0.186557521
178.8,0.28686,1.333938323
179,0.32301,1.504107808
179.2,0.38801,1.809265647
179.4,0.38857,1.814363454
179.6,0.21363,0.998877093
179.8,0.16537,0.774284424
180,0.16601,0.778343361
180.2,0.057343,0.269221517
180.4,0.61608,2.896396769
180.6,0.6167,2.903258389
180.8,0.78957,3.722137326
181,1.0017,4.728557325
181.2,0.23011,1.087714535
181.4,0.4518,2.138520163
181.6,0.6202,2.939583497
181.8,0.29102,1.381220539
182,0.69658,3.310522822
182.2,0.84779,4.0345817
182.4,0.2615,1.246137047
182.6,0.08142,0.388515505
182.8,0.24943,1.191813627
183,0.39918,1.909897668
183.2,0.50641,2.426188441
183.4,0.12561,0.602596597
183.6,0.11186,0.53734938
183.8,0.07119,0.342436214
184,0.709,3.414954886
184.2,0.62949,3.036021896
184.4,0.35156,1.697821935
184.6,0.41022,1.983743108
184.8,0.63125,3.056646444
185,0.32124,1.557571362
185.2,0.39447,1.91516477
185.4,0.40607,1.974086639
185.6,0.91678,4.462753397
185.8,0.66475,3.240170621
186,0.30644,1.495636607
186.2,0.59638,2.914567578
186.4,0.47298,2.314534152
186.6,0.75398,3.694449506
186.8,1.0219,5.013796933
187,0.54098,2.657708379
187.2,0.41106,2.022080497
187.4,0.024597,0.121155111
187.6,0.2975,1.467277346
187.8,0.26077,1.287798107
188,0.66341,3.280472157
188.2,0.054157,0.268146669
188.4,0.43711,2.167061797
188.6,0.81913,4.06626256
188.8,0.54418,2.704870536
189,0.08094,0.402835486
189.2,0.18664,0.930098956
189.4,0.35052,1.749026722
189.6,0.64298,3.212473994
189.8,0.41186,2.060390759
190,0.011555,0.057879805
190.2,0.10402,0.521711499
190.4,0.1502,0.754291578
190.6,0.12751,0.641163307
190.8,0.048292,0.243138661
191,0.64382,3.245615252
191.2,0.50151,2.531426049
191.4,0.44215,2.234640619
191.6,0.19131,0.968116189
191.8,0.25212,1.277462629
192,0.66843,3.391152184
192.2,0.34999,1.777856785
192.4,0.34841,1.772070084
192.6,0.19333,0.984550585
192.8,0.25535,1.302034547
193,0.47265,2.413090071
193.2,0.50484,2.580680384
193.4,0.2248,1.150595661
193.6,0.41403,2.121795733
193.8,0.14698,0.754179489
194,0.19534,1.003579428
194.2,0.3222,1.657408568
194.4,0.43,2.214702329
194.6,0.51072,2.633734698
194.8,0.52192,2.694850926
195,0.055273,0.28574911
195.2,0.19819,1.025874015
195.4,0.35799,1.855337968
195.6,0.99789,5.178143224
195.8,0.6678,3.469576463
196,0.32531,1.692253941
196.2,0.53426,2.782647973
196.4,0.070551,0.36791347
196.6,0.010792,0.056348295
196.8,0.35216,1.841003522
197,0.4953,2.592496042
197.2,0.38686,2.027394257
197.4,0.067887,0.356209129
197.6,0.69358,3.643749151
197.8,0.51016,2.683435952
198,0.32233,1.697531811
198.2,0.0011912,0.006281071
198.4,0.67525,3.564879483
198.6,0.81025,4.282821835
198.8,0.66675,3.528614027
199,0.11766,0.623447082
199.2,0.12002,0.636727278
199.4,0.24707,1.312346124
199.6,0.33839,1.799591396
199.8,0.20648,1.099415507
200,0.14891,0.793843112
200.2,0.33387,1.782028426
200.4,0.49688,2.655306212
200.6,0.44499,2.380886345
200.8,0.30713,1.64526335
201,0.55631,2.983693965
201.2,0.3,1.610951051
201.4,0.44641,2.400038127
201.6,0.054514,0.293436997
201.8,0.10162,0.547656266
202,0,0
202.2,0,0
202.4,0.22274,1.204730745
202.6,0.085383,0.462363006
202.8,0.28968,1.570541917
203,0.5925,3.216164022
203.2,0.19596,1.064965511
203.4,0.64333,3.500415987
203.6,0.21265,1.158426407
203.8,0.96164,5.244840128
204,0.56475,3.083841966
204.2,0.16464,0.900091871
204.4,0.2786,1.524922139
204.6,0.19535,1.07051934
204.8,0.16778,0.920524404
