Energy[keV],Fluence_rate [cm^-2s^-1],kerma_rate[keV/g s]
39.6,504.36,1373.781566
39.8,387.65,1047.386631
40,266.36,713.9157493
40.2,116.68,310.2572642
40.4,33.863,89.34131711
40.6,6.9883,18.29584943
40.8,2.4472,6.358523928
41,2.6363,6.798892206
41.2,2.3293,5.963138615
41.4,2.1895,5.564796325
41.6,1.8885,4.76566922
41.8,3.1386,7.86488283
42,1.7139,4.265176683
42.2,1.9045,4.707309643
42.4,2.7072,6.646553034
42.6,2.5814,6.295917385
42.8,2.9996,7.268370143
43,2.3496,5.656908668
43.2,2.9086,6.958594548
43.4,2.8276,6.722762478
43.6,2.4827,5.86658659
43.8,2.0127,4.727267266
44,2.5981,6.065889831
44.2,3.2802,7.613484524
44.4,2.5443,5.87127172
44.6,2.5038,5.744863821
44.8,2.5429,5.801769391
45,2.9836,6.769506617
45.2,3.4962,7.889171991
45.4,3.5451,7.956374803
45.6,2.4878,5.553745936
45.8,2.8546,6.339152495
46,3.2225,7.119102345
46.2,3.5947,7.900811766
46.4,3.2756,7.163190011
46.6,3.2293,7.026835126
46.8,3.3942,7.349422478
47,3.0358,6.541561833
47.2,2.8083,6.02243134
47.4,2.4315,5.189789161
47.6,2.2448,4.768992888
47.8,1.9877,4.203387447
48,2.2811,4.801953547
48.2,3.7232,7.80261229
48.4,2.9654,6.187019411
48.6,2.7042,5.617402778
48.8,2.5019,5.174743466
49,3.1297,6.445651374
49.2,2.3894,4.900279367
49.4,2.361,4.821898445
49.6,2.7953,5.685417595
49.8,2.6538,5.375704195
50,3.0726,6.19908181
50.2,2.4556,4.934719887
50.4,2.0687,4.141175527
50.6,3.3015,6.584090967
50.8,3.1888,6.335878056
51,2.6922,5.329886171
51.2,2.065,4.073777536
51.4,2.5918,5.095425013
51.6,2.7835,5.453889827
51.8,2.9706,5.801356411
52,3.202,6.233191546
52.2,2.85,5.530581989
52.4,3.5002,6.771552411
52.6,2.8346,5.467498671
52.8,2.0118,3.869143853
53,2.5641,4.91733049
53.2,2.7411,5.242210248
53.4,3.3725,6.432309616
53.6,2.6394,5.020829806
53.8,2.8601,5.426705623
54,2.7386,5.183193718
54.2,2.3998,4.530918997
54.4,3.3383,6.287923344
54.6,3.8858,7.302318346
54.8,4.424,8.295093773
55,3.5771,6.692527433
55.2,2.6629,4.971569163
55.4,2.815,5.244726581
55.6,3.9898,7.418691483
55.8,3.0974,5.748185196
56,3.4196,6.33419198
56.2,4.024,7.440141082
56.4,2.9127,5.375894296
56.6,2.7453,5.058254533
56.8,2.0817,3.829205873
57,2.8701,5.270972803
57.2,3.6489,6.690861199
57.4,2.8218,5.166487916
57.6,3.7285,6.8167123
57.8,3.2704,5.970840997
58,3.0821,5.619491893
58.2,3.2701,5.954545548
58.4,2.8796,5.236948349
58.6,4.8494,8.80873712
58.8,3.0494,5.53273972
59,3.6866,6.681476814
59.2,3.5122,6.358671749
59.4,3.7047,6.700400664
59.6,2.3572,4.259163236
59.8,3.1403,5.668894978
60,3.5703,6.439474527
60.2,3.2396,5.838103453
60.4,3.5273,6.351424359
60.6,3.4658,6.235830494
60.8,4.4814,8.057130492
61,3.715,6.674446761
61.2,3.4415,6.178854241
61.4,2.217,3.977806127
61.6,3.4959,6.268573898
61.8,4.0229,7.209330992
62,3.5391,6.33882485
62.2,4.0612,7.27017314
62.4,3.5938,6.430327088
62.6,2.6654,4.766995228
62.8,3.1937,5.709446891
63,3.0224,5.401121381
63.2,3.5591,6.357974699
63.4,3.7186,6.640782471
63.6,3.7646,6.721008326
63.8,3.8877,6.939030715
64,3.9168,6.989444101
64.2,3.2722,5.838092857
64.4,3.2946,5.877174038
64.6,2.6267,4.685175328
64.8,3.3984,6.061138885
65,3.0401,5.421842032
65.2,3.4267,6.111238591
65.4,3.4004,6.064461873
65.6,2.9203,5.208513685
65.8,3.5816,6.388552949
66,3.33,5.940510244
66.2,2.6631,4.751559088
66.4,3.1616,5.642087206
66.6,2.94,5.247826912
66.8,2.5011,4.465577556
67,3.3191,5.92783971
67.2,3.5543,6.350016781
67.4,2.3832,4.259328311
67.6,3.2815,5.86716151
67.8,2.8988,5.185182919
68,2.7873,4.988097525
68.2,3.1941,5.719003087
68.4,2.635,4.72050282
68.6,2.2341,4.004619866
68.8,2.4877,4.461932307
69,1.7772,3.189648302
69.2,2.2347,4.01349286
69.4,2.8345,5.094384845
69.6,2.9332,5.27575043
69.8,2.6768,4.818379769
70,2.4511,4.415744425
70.2,2.1104,3.80517839
70.4,1.9251,3.474040225
70.6,2.3595,4.261642184
70.8,1.766,3.192474834
71,1.3545,2.450756053
71.2,1.8027,3.264626564
71.4,2.0668,3.746298162
71.6,1.8316,3.323023282
71.8,1.7751,3.22351452
72,1.097,1.993989422
72.2,1.4751,2.683815272
72.4,1.9266,3.508676463
72.6,1.8032,3.287169571
72.8,2.4504,4.471442162
73,1.2964,2.36803552
73.2,1.5958,2.917913983
73.4,1.6162,2.95828753
73.6,0.80842,1.481290195
73.8,0.81808,1.500594649
74,1.2832,2.356314872
74.2,1.5615,2.870511471
74.4,1.0843,1.995502061
74.6,1.4193,2.614987266
74.8,1.5217,2.806883728
75,1.9265,3.557720934
75.2,1.6722,3.091762794
75.4,0.88877,1.645243307
75.6,1.2294,2.278581602
75.8,0.72985,1.354389471
76,0.86666,1.610294639
76.2,0.50483,0.939196698
76.4,0.53142,0.989947996
76.6,1.0947,2.041931036
76.8,0.99071,1.850429107
77,1.1888,2.223428871
77.2,1.4657,2.745091082
77.4,0.47889,0.898159464
77.6,0.78053,1.465960181
77.8,0.54902,1.032629684
78,1.1749,2.213045152
78.2,0.96763,1.825327442
78.4,0.82886,1.565899811
78.6,0.994,1.880744658
78.8,0.64891,1.229696671
79,0.56135,1.065434692
79.2,0.76651,1.457136
79.4,0.81007,1.542423479
79.6,1.0693,2.039337939
79.8,0.71564,1.367107312
80,1.3037,2.494674688
80.2,0.71229,1.365296291
80.4,0.63615,1.221418841
80.6,0.65253,1.254994624
80.8,1.0217,1.968350428
81,0.71871,1.386985003
81.2,0.20935,0.404698475
81.4,0.76805,1.487271156
81.6,0.8911,1.728505485
81.8,0.784,1.523371038
82,0.6322,1.230527019
82.2,0.53518,1.043482919
82.4,0.7946,1.551974816
82.6,0.8778,1.717450447
82.8,0.67551,1.323960102
83,0.90901,1.784712452
83.2,0.81641,1.60570752
83.4,0.70895,1.396800475
83.6,0.75992,1.499855585
83.8,1.1516,2.276922463
84,0.47724,0.945258739
84.2,1.0251,2.033994105
84.4,0.88788,1.76485766
84.6,0.69038,1.374731797
84.8,1.397,2.78678206
85,1.3831,2.764009363
85.2,0.88272,1.767220639
85.4,0.3562,0.714407819
85.6,0.53675,1.078478407
85.8,0.92227,1.856467216
86,0.72968,1.471479357
86.2,0.60153,1.215274322
86.4,0.52109,1.054697409
86.6,0.73034,1.480952707
86.8,0.66331,1.347523981
87,0.92524,1.883133658
87.2,0.71863,1.465351618
87.4,0.88105,1.799906017
87.6,0.70326,1.439398366
87.8,0.76024,1.558959041
88,0.62786,1.289937964
88.2,0.71501,1.47178137
88.4,0.88624,1.827725206
88.6,1.0472,2.163818257
88.8,1.0858,2.247894053
89,0.65076,1.349848408
89.2,0.58559,1.217024366
89.4,0.88483,1.842511859
89.6,0.82279,1.716673406
89.8,1.1874,2.482260531
90,1.0441,2.186993577
90.2,0.4104,0.861328571
90.4,0.6165,1.29643067
90.6,0.50548,1.065059059
90.8,0.42674,0.900918499
91,0.73278,1.550055654
91.2,0.54778,1.160995765
91.4,0.35791,0.760061044
91.6,0.51144,1.088225894
91.8,0.45379,0.967450384
92,0.30905,0.660163914
92.2,0.62558,1.338921523
92.4,0.66908,1.434827428
92.6,0.70497,1.51475318
92.8,0.7264,1.56385717
93,1.1123,2.399350713
93.2,0.57712,1.247352306
93.4,0.45778,0.991361015
93.6,0.3039,0.659414759
93.8,0.95513,2.07655983
94,0.62485,1.36117173
94.2,0.40271,0.878994292
94.4,0.63318,1.384773543
94.6,0.56137,1.230156179
94.8,1.0018,2.199648262
95,0.82839,1.822510399
95.2,0.75407,1.662308776
95.4,0.75406,1.665608135
95.6,0.64161,1.420061296
95.8,0.68762,1.524950542
96,0.20996,0.46657072
96.2,0.5167,1.15052355
96.4,0.50922,1.136164517
96.6,0.55023,1.230159554
96.8,0.99656,2.232568721
97,0.82597,1.854183723
97.2,0.53152,1.195633876
97.4,0.30314,0.683305728
97.6,0.67033,1.514108127
97.8,1.0159,2.299423244
98,0.72081,1.634902595
98.2,0.61646,1.401143454
98.4,0.5291,1.205107179
98.6,0.46312,1.05704955
98.8,0.54916,1.256083121
99,0.70444,1.614674678
99.2,0.82536,1.89587607
99.4,0.72906,1.678260398
99.6,0.435,1.003503785
99.8,0.87174,2.015369285
100,0.74571,1.727745766
100.2,0.71866,1.668695532
100.4,0.55634,1.294602441
100.6,0.45047,1.050517444
100.8,1.0345,2.417730631
101,0.47053,1.102055664
101.2,0.70516,1.655165624
101.4,0.39909,0.938773886
101.6,0.41676,0.982452015
101.8,0.62706,1.481386517
102,0.6885,1.630031586
102.2,0.31741,0.753085508
102.4,0.23211,0.551884223
102.6,0.41715,0.993975449
102.8,0.50262,1.200193599
103,0.41422,0.99121894
103.2,1.2297,2.948923812
103.4,0.59982,1.44148473
103.6,0.55965,1.347811683
103.8,0.54401,1.31293155
104,0.57344,1.386898168
104.2,0.3804,0.921971279
104.4,0.44162,1.07261736
104.6,0.69001,1.679459735
104.8,0.70448,1.718303716
105,0.72825,1.780031705
105.2,0.48864,1.196881584
105.4,0.30067,0.738016617
105.6,0.45814,1.126904422
105.8,0.59566,1.468246928
106,0.71281,1.760699373
106.2,0.46612,1.153769098
106.4,0.50001,1.240248123
106.6,0.50028,1.243514185
106.8,0.41637,1.037107429
107,0.66636,1.663255435
107.2,0.74969,1.875152003
107.4,0.47532,1.191364337
107.6,0.74963,1.882817547
107.8,0.58216,1.46522879
108,0.26441,0.666870949
108.2,0.30827,0.779103348
108.4,0.37601,0.952274466
108.6,0.62418,1.584056205
108.8,0.82853,2.107007268
109,0.75433,1.922274047
109.2,1.1606,2.96368261
109.4,1.0583,2.708022117
109.6,0.33133,0.849566825
109.8,0.46724,1.200519636
110,0.24684,0.635530443
110.2,0.75314,1.943064468
110.4,0.63128,1.632011872
110.6,0.4621,1.19708822
110.8,0.31905,0.828203319
111,0.49787,1.295034489
111.2,0.30142,0.785640271
111.4,0.59859,1.563387243
111.6,0.68626,1.796016717
111.8,0.59051,1.548576555
112,0.33506,0.880462574
112.2,0.47126,1.24088333
112.4,0.38022,1.003197759
112.6,0.68789,1.818657803
112.8,0.72639,1.924338324
113,0.85116,2.259443788
113.2,0.64222,1.708252694
113.4,0.69836,1.861336067
113.6,0.24403,0.651725937
113.8,0.24377,0.652345389
114,0.3813,1.022442538
114.2,0.61038,1.640009563
114.4,0.20987,0.565027583
114.6,0.79861,2.154400586
114.8,0.81149,2.193544984
115,1.0799,2.924945696
115.2,0.41106,1.115602859
115.4,0.27456,0.746639645
115.6,0.93935,2.559586725
115.8,0.8032,2.192976579
116,0.71456,1.954862154
116.2,0.85906,2.3548722
116.4,0.42923,1.178961411
116.6,0.68404,1.882590965
116.8,0.56128,1.547812206
117,0.50597,1.398063757
117.2,0.166,0.459592672
117.4,0.58628,1.626418011
117.6,0.31939,0.887789072
117.8,0.82409,2.295217302
118,0.19084,0.532572285
118.2,0.37168,1.039292144
118.4,0.4996,1.399746829
118.6,0.49977,1.402991933
118.8,0.68697,1.932324287
119,0.31301,0.882179636
119.2,0.29098,0.821708654
119.4,0.25723,0.727832725
119.6,0.66982,1.898989873
119.8,0.57963,1.646528727
120,0.51639,1.469770566
120.2,0.34038,0.97070747
120.4,0.28912,0.826141507
120.6,0.48399,1.385683428
120.8,0.82718,2.372894059
121,0.8505,2.444571231
121.2,0.57627,1.659601482
121.4,0.83353,2.405181395
121.6,0.45331,1.310599732
121.8,0.42803,1.239928207
122,0.59976,1.740791544
122.2,0.55618,1.617450381
122.4,0.40985,1.194225275
122.6,0.36199,1.056824829
122.8,0.80993,2.369182058
123,0.89365,2.61916179
123.2,0.28359,0.83277773
123.4,0.60807,1.789099527
123.6,0.61431,1.810967494
123.8,0.81427,2.405099609
124,0.83401,2.46818026
124.2,0.42181,1.250728065
124.4,0.69003,2.049999853
124.6,0.15578,0.463699706
124.8,0.46784,1.39527936
125,0.63466,1.896457354
125.2,0.9066,2.714280907
125.4,0.45959,1.378622374
125.6,0.46567,1.399546261
125.8,0.52875,1.592180188
126,0.33517,1.011203168
126.2,0.50853,1.537163052
126.4,0.68033,2.060400777
126.6,0.45824,1.390440697
126.8,0.58095,1.76613667
127,0.50954,1.551988919
127.2,0.53862,1.643676376
127.4,0.52336,1.600134944
127.6,0.60553,1.8548669
127.8,0.99832,3.063843936
128,0.32837,1.009668755
128.2,0.5369,1.653964698
128.4,0.53778,1.659792112
128.6,0.51274,1.58548199
128.8,0.40713,1.261278952
129,0.38907,1.207587471
129.2,0.24909,0.774566758
129.4,0.51366,1.600254042
129.6,0.44253,1.381228268
129.8,0.48916,1.529615162
130,0.46969,1.471465298
130.2,1.0311,3.236278928
130.4,0.49463,1.555360468
130.6,0.46951,1.479108071
130.8,0.69315,2.187689958
131,0.69143,2.186297681
131.2,0.38438,1.21765273
131.4,0.39631,1.257761681
131.6,1.0155,3.228813873
131.8,0.99469,3.168470693
132,0.89823,2.866470514
132.2,0.52921,1.691940477
132.4,0.62185,1.991768881
132.6,0.6196,1.988200339
132.8,0.57874,1.860487876
133,0.4704,1.514971493
133.2,0.58497,1.887399143
133.4,0.52188,1.686914405
133.6,0.543,1.758383877
133.8,0.20104,0.652209408
134,0.39015,1.268020221
134.2,0.19295,0.628244381
134.4,0.29121,0.949901706
134.6,0.46475,1.518726742
134.8,0.055276,0.180960599
135,0.050748,0.166438141
135.2,0.40887,1.343399013
135.4,0.79184,2.606408151
135.6,0.79903,2.634830336
135.8,0.36081,1.191933702
136,0.030577,0.101193302
136.2,0.31609,1.047973787
136.4,0.38983,1.294783367
136.6,0.42738,1.422059189
136.8,0.43693,1.456452795
137,0.28439,0.949684605
137.2,0.743,2.485615162
137.4,0.17949,0.601540419
137.6,0.63245,2.12338981
137.8,0.87234,2.934051957
138,0.69229,2.332641891
138.2,0.53608,1.809535658
138.4,0.45599,1.541948712
138.6,0.40111,1.358797443
138.8,0.29346,0.995901371
139,0.67376,2.290595488
139.2,0.75016,2.554891291
139.4,0.75981,2.592378859
139.6,0.34114,1.16600567
139.8,0.64225,2.199106692
140,0.61664,2.115181696
140.2,0.59057,2.02936683
140.4,0.63253,2.177422113
140.6,0.27015,0.931618115
140.8,0.27072,0.935241702
141,0.44077,1.525405218
141.2,0.49852,1.728321625
141.4,0.15046,0.522553671
141.6,0.33462,1.164202938
141.8,0.24026,0.837383294
142,0.25373,0.885889852
142.2,0.47547,1.663011191
142.4,0.34885,1.22228919
142.6,0.63459,2.227361448
142.8,0.19178,0.674313804
143,0.75484,2.658728106
143.2,0.65677,2.31734997
143.4,0.22659,0.800898287
143.6,0.31322,1.109030308
143.8,0.27751,0.984303121
144,0.55939,1.987559785
144.2,0.43605,1.552015471
144.4,0.53618,1.911716929
144.6,0.17318,0.618533023
144.8,0.18178,0.650372826
145,0.18318,0.656514648
145.2,0.33283,1.194917291
145.4,0.62642,2.252832697
145.6,0.21343,0.768892559
145.8,0.4844,1.748075202
146,0.35904,1.297906793
146.2,0.53718,1.945199278
146.4,0.48245,1.750004095
146.6,0.28971,1.052668476
146.8,0.26762,0.974062796
147,0.93915,3.424068823
147.2,0.48952,1.787787775
147.4,0.47297,1.730278372
147.6,0.40674,1.490510312
147.8,0.71664,2.630593304
148,0.95924,3.527064094
148.2,0.56537,2.082337273
148.4,0.50262,1.854339072
148.6,0.43417,1.604497662
148.8,0.55455,2.052809727
149,0.30112,1.116542118
149.2,0.26974,1.001860345
149.4,0.44135,1.641988417
149.6,0.54606,2.034938274
149.8,0.44334,1.654895201
150,0.13337,0.49866997
150.2,0.48269,1.807772456
150.4,0.66357,2.489325319
150.6,0.73026,2.744043094
150.8,0.58754,2.211405622
151,0.65049,2.452382489
151.2,0.5677,2.143789528
151.4,0.16585,0.627326242
151.6,0.6469,2.450918777
151.8,0.73053,2.772315638
152,0.68758,2.613603907
152.2,0.16843,0.641278922
152.4,0.24954,0.951651061
152.6,0.2204,0.841895666
152.8,0.59879,2.291022802
153,0.59965,2.298052639
153.2,0.33511,1.286340247
153.4,0.29905,1.14978778
153.6,0.43713,1.683406438
153.8,0.20825,0.803279991
154,0.79016,3.052808969
154.2,0.39338,1.52229421
154.4,0.28845,1.118040867
154.6,0.42148,1.63630406
154.8,0.23999,0.933209542
155,0.25517,0.993833693
155.2,0.00014102,0.000550126
155.4,0.30863,1.205912147
155.6,0.33832,1.324038328
155.8,0.32492,1.273631463
156,0.32584,1.279279022
156.2,0.35843,1.409476628
156.4,0.75914,2.98997218
156.6,0.31148,1.228757793
156.8,0.77334,3.055600302
157,0.39107,1.547638865
157.2,0.16691,0.661584993
157.4,0.54658,2.169922862
157.6,0.012196,0.048494709
157.8,0.18913,0.753221753
158,0.33373,1.331196861
158.2,0.95925,3.83232704
158.4,0.63195,2.528694181
158.6,0.11539,0.462448865
158.8,0.00011984,0.000481037
159,0.47351,1.90364501
159.2,0.72338,2.912746051
159.4,0.36053,1.453971765
159.6,0.39781,1.606822206
159.8,0.39093,1.581494989
160,0.66273,2.685228645
160.2,0.27512,1.116456365
160.4,0.73161,2.973536722
160.6,0.45307,1.844302668
160.8,0.34552,1.408680261
161,0.15163,0.619149974
161.2,0.49254,2.014293974
161.4,0.73225,2.999234966
161.6,0.37603,1.542561574
161.8,0.76242,3.132436963
162,0.73964,3.04351635
162.2,0.22956,0.946058082
162.4,0.27478,1.134154408
162.6,0.35582,1.470896285
162.8,0.64777,2.681861255
163,0.5679,2.354779655
163.2,0.70576,2.930876578
163.4,0.35552,1.478651285
163.6,0.72057,3.001499658
163.8,0.25335,1.056921131
164,0.65306,2.728559733
164.2,0.75599,3.163401397
164.4,0.22797,0.95537304
164.6,0.43801,1.838380914
164.8,0.31671,1.331277561
165,0.10809,0.455037174
165.2,0.29666,1.250760177
165.4,0.25394,1.072257344
165.6,0.25525,1.079408159
165.8,0.06689,0.283290718
166,0.3093,1.311902157
166.2,0.15215,0.646313212
166.4,0.27689,1.177950596
166.6,0.73282,3.122230943
166.8,0.21945,0.936376227
167,0.35648,1.523337832
167.2,0.16176,0.692273398
167.4,0.19786,0.848025945
167.6,0.44836,1.924517257
167.8,0.52007,2.235629091
168,0.5209,2.242510552
168.2,0.35593,1.5345679
168.4,0.62137,2.682948669
168.6,0.37348,1.614987597
168.8,0.92636,4.011627387
169,0.59219,2.568266043
169.2,0.36733,1.595411367
169.4,0.27427,1.192974415
169.6,0.37711,1.642693773
169.8,0.72642,3.168920133
170,0.58757,2.566949087
170.2,0.48182,2.108025247
170.4,0.1817,0.796119863
170.6,0.0074876,0.032854731
170.8,0.00037132,0.001631678
171,0.040257,0.177156798
171.2,0.2495,1.099553441
171.4,0.51371,2.267213408
171.6,0.28262,1.249122627
171.8,0.56612,2.505749756
172,0.51437,2.279980121
172.2,0.17248,0.765631195
172.4,0.2865,1.273591547
172.6,0.27559,1.226853993
172.8,0.53129,2.368558809
173,0.79837,3.564339525
173.2,0.23612,1.055672435
173.4,0.32015,1.43341085
173.6,0.4141,1.856702885
173.8,0.64211,2.883140738
174,0.35623,1.601789181
174.2,0.37397,1.683950476
174.4,0.45608,2.056603145
174.6,0.65007,2.935524715
174.8,0.36359,1.644193512
175,0.40174,1.81928481
175.2,0.0966,0.438073035
175.4,0.5736,2.60490206
175.6,0.92259,4.19568573
175.8,0.68651,3.126454565
176,0.13365,0.609514952
176.2,0.32393,1.479366646
176.4,0.27717,1.267591258
176.6,0.31204,1.429060976
176.8,0.1853,0.849811311
177,0.39491,1.813639399
177.2,0.17135,0.788028223
177.4,0.63277,2.914120672
177.6,0.46272,2.133944155
177.8,0.42554,1.9652031
178,0.78352,3.623419024
178.2,0.32722,1.515335824
178.4,0,0
178.6,0.1961,0.910636975
178.8,0.23483,1.09199169
179,0.73693,3.431541336
179.2,0.18811,0.877144818
179.4,0.1034,0.482809226
179.6,0.36713,1.716602289
179.8,0.25436,1.190947487
180,0.34562,1.620450771
180.2,0.37267,1.749660513
180.4,0.34181,1.606962375
180.6,0.31436,1.479922665
180.8,0.56173,2.648069456
181,0.72346,3.415116384
181.2,0.27212,1.286292987
181.4,0.29817,1.411338108
181.6,0.24985,1.184222729
181.8,0.24798,1.176946839
182,0.51969,2.4698464
182.2,0.32269,1.535662332
182.4,0.28165,1.342158697
182.6,0.54278,2.590007934
182.8,0.41633,1.989286642
183,1.0631,5.086457766
183.2,0.18917,0.906305301
183.4,0.45301,2.173252801
183.6,0.37721,1.812028961
183.8,0.094453,0.454335269
184,0.33217,1.599923222
184.2,0.47603,2.295886358
184.4,0.48335,2.334287838
184.6,0.26159,1.264997707
184.8,0.044934,0.217579962
185,0.48996,2.375630883
185.2,0.37144,1.803353366
185.4,0.49315,2.397421198
185.6,0.54531,2.654490777
185.8,0.44749,2.181186839
186,0.19983,0.975306954
186.2,0.55897,2.731741237
186.4,0.67468,3.301555883
186.6,0.37,1.81297424
186.8,0.42967,2.108110508
187,0.70144,3.446010879
187.2,0.51168,2.517048968
187.4,0.083629,0.411923437
187.6,0.11517,0.568021284
187.8,0.27367,1.351504038
188,0.32226,1.593531839
188.2,0.43283,2.143064104
188.4,0.31742,1.57367426
188.6,0.43432,2.15601816
188.8,0.43468,2.160595988
189,0.43536,2.166771153
189.2,0.50642,2.523685776
189.4,0.25634,1.279086813
189.6,0.19706,0.984556479
189.8,0.19201,0.960558514
190,0.44221,2.215060899
190.2,0.32951,1.652654836
190.4,0.34593,1.73723093
190.6,0.028093,0.141261084
190.8,0.18276,0.920152855
191,0.59439,2.996429514
191.2,0.31869,1.608622295
191.4,0.2087,1.054776653
191.6,0.0090957,0.046028406
191.8,0.20441,1.035721624
192,0.44306,2.247780451
192.2,0.55074,2.797613777
192.4,0.38966,1.981874312
192.6,0.31764,1.617610551
192.8,0.38042,1.939768875
193,0.2208,1.127282953
193.2,0.12483,0.638115705
193.4,0.30812,1.577053092
193.6,0.22005,1.127698841
193.8,0.67599,3.468620171
194,0.52074,2.675355541
194.2,0.11342,0.583436623
194.4,0.43808,2.256318131
194.6,0.022003,0.113467388
194.8,0.32456,1.67581395
195,0.40334,2.085178044
195.2,0.39538,2.046571815
195.4,0.55417,2.872070846
195.6,0.34709,1.801082015
195.8,0.2807,1.458385914
196,0.1344,0.699145214
196.2,0.2453,1.27762428
196.4,0.22005,1.147529575
196.6,0.05494,0.286858351
196.8,0.35053,1.832482294
197,0.35414,1.853637287
197.2,0.36052,1.889355781
197.4,0.24683,1.295138972
197.6,0.50642,2.660496907
197.8,0.25676,1.350554757
198,0.45844,2.414347046
198.2,0.53401,2.815777873
198.4,0.296,1.562686897
198.6,0.48159,2.54558984
198.8,0.33351,1.765021469
199,0.13396,0.709816175
199.2,0.23852,1.265390688
199.4,0.50273,2.670319209
199.6,0.57216,3.042803314
199.8,0.53041,2.82420079
200,0.54654,2.913619062
200.2,0.38332,2.045967402
200.4,0.20829,1.113093163
200.6,0.13649,0.73027973
200.8,0.23193,1.2424248
201,0.42106,2.258298756
201.2,0.36428,1.956124163
201.4,0.57292,3.080194986
201.6,0.32808,1.765983233
201.8,0.37722,2.032935415
202,0.5863,3.163517743
202.2,0.30626,1.654480403
202.4,0.13031,0.704805887
202.6,0.46708,2.529315118
202.8,0.3557,1.928478873
203,0.4064,2.205989972
203.2,0.42479,2.308566541
203.4,0.33862,1.842461663
203.6,0.14053,0.765547439
203.8,0.74558,4.066436403
204,0.21841,1.192637315
204.2,0.064295,0.351502714
204.4,0.30688,1.67971323
204.6,0.48583,2.662351732
204.8,0.40888,2.243318742
205,0.80521,4.423008376
205.2,0.70472,3.875592937
205.4,0.22795,1.255086287
205.6,0.37758,2.081396751
205.8,0.47555,2.624541548
206,0.1614,0.891808583
206.2,0.14392,0.796158606
206.4,0.39383,2.181207798
206.6,0.47706,2.645273187
206.8,0.20168,1.119616052
207,0.38833,2.158318149
207.2,0.53783,2.992728084
207.4,0.43801,2.44013277
207.6,0.21673,1.208801916
207.8,0.4088,2.282722684
208,0.31344,1.752275252
208.2,0.15301,0.856392487
208.4,0.3126,1.751647106
208.6,0.22614,1.268642112
208.8,0.24701,1.387330234
209,0.29262,1.645403387
209.2,0.27022,1.521207379
209.4,0.27169,1.531251858
209.6,0.48355,2.728449325
209.8,0.028653,0.161862269
210,0.1279,0.723346822
210.2,0.19773,1.119563162
210.4,0.066381,0.376287088
210.6,0.40296,2.286843521
210.8,0.24691,1.402851395
211,0.4968,2.825872403
211.2,0.34531,1.96642589
211.4,0.59134,3.371340731
211.6,0.31859,1.818419121
211.8,0.099593,0.569097424
