Energy[keV],Fluence_rate [cm^-2s^-1],kerma_rate[keV/g s]
212,0.38594,2.207867729
212.2,0.59662,3.417008186
212.4,0.19825,1.136726171
212.6,0.27509,1.579106488
212.8,0.32862,1.888530741
213,0.37623,2.164593967
213.2,0.54972,3.16633612
213.4,0.32143,1.853505354
213.6,0.69416,4.007361154
213.8,0.45655,2.638628288
214,0.43677,2.527162336
214.2,0.48104,2.786451633
214.4,0.41389,2.400185109
214.6,0.074771,0.434092203
214.8,0.50713,2.947518906
215,0.73038,4.249855647
215.2,0.4701,2.738439034
215.4,0.32819,1.91392625
215.6,0.35537,2.074756614
215.8,0.078778,0.460444615
216,0.35628,2.084728271
216.2,0.15522,0.909265617
216.4,0.69208,4.058672237
216.6,0.32642,1.91641053
216.8,0.32661,1.919662527
217,0.32668,1.922211159
217.2,0.32726,1.927765162
217.4,0.32763,1.932088587
217.6,0.32804,1.936653239
217.8,0.11536,0.6818071
218,0.19158,1.133540833
218.2,0.35465,2.10071537
218.4,0.15751,0.934017794
218.6,0.53491,3.175462779
218.8,0.1578,0.937804089
219,0.40487,2.408790653
219.2,0.037222,0.221697617
219.4,0.25569,1.524587827
219.6,0.34807,2.077696977
219.8,0.62968,3.762807055
220,0.5201,3.111392971
220.2,0.36085,2.161076852
220.4,0.35348,2.119255727
220.6,0.28135,1.688651322
220.8,0.29112,1.749198848
221,0.24781,1.4905947
221.2,0.087173,0.524923327
221.4,0.61356,3.698652982
221.6,0.55253,3.334376297
221.8,0.139,0.839740846
222,0.58973,3.566604592
222.2,0.38578,2.335674132
222.4,0.41262,2.500881711
222.6,0.44719,2.713343816
222.8,0.28653,1.740412723
223,0.08101,0.492594687
223.2,0.69817,4.249919989
223.4,0.76659,4.671439592
223.6,0.57622,3.515146837
223.8,0.091386,0.558087001
224,0.43986,2.689077652
224.2,0.26855,1.643539727
224.4,0.16292,0.998148522
224.6,0.30066,1.844003236
224.8,0.53683,3.296003053
225,0.29126,1.790177184
225.2,0.16373,1.007412473
225.4,0.16388,1.009411971
225.6,0.035832,0.220941106
225.8,0.28242,1.74326515
226,0.40835,2.523263647
226.2,0.21148,1.308160379
226.4,0.41128,2.546774232
226.6,0.51529,3.194223391
226.8,0.77244,4.793343923
227,0.3481,2.162408167
227.2,0.16293,1.013197412
227.4,0.08851,0.550990703
227.6,0.34118,2.1261503
227.8,0.25692,1.60275201
228,0.68369,4.269580609
228.2,0.23293,1.456158141
228.4,0.22071,1.381216658
228.6,0.29574,1.852704263
228.8,0.11183,0.701310188
229,0.42475,2.666493676
229.2,0.079943,0.50239177
229.4,0.0014721,0.009260914
229.6,0.29165,1.836675938
229.8,0.36629,2.30913432
230,0.22772,1.437071732
230.2,0.16755,1.05845988
230.4,0.16766,1.060258319
230.6,0.0086464,0.054735535
230.8,0.068053,0.431253569
231,0.16828,1.067502434
231.2,0.42791,2.717310787
231.4,0.25825,1.641637549
231.6,0.21573,1.37276793
231.8,0.346,2.204001468
232,0.24414,1.556766529
232.2,0.53982,3.445734784
232.4,0,0
232.6,0,0
232.8,0.38234,2.448076625
233,0.23164,1.484688788
233.2,0.52604,3.375101299
233.4,0.13476,0.865515372
233.6,0.34144,2.195196955
233.8,0.16034,1.031919584
234,0.049603,0.319562913
234.2,0.27595,1.779601864
234.4,0.45793,2.956209086
234.6,0.17085,1.10406389
234.8,0.40703,2.632985018
235,0.232,1.502284798
235.2,0.26745,1.733599547
235.4,0.56384,3.658504012
235.6,0.22028,1.430750044
235.8,0.25551,1.661258538
236,0.04008,0.260853842
236.2,0.23243,1.514263615
236.4,0.24352,1.588119938
236.6,0.17248,1.125968767
236.8,0.24546,1.604009172
237,0.35234,2.304762426
237.2,0.48431,3.171212394
237.4,0.35302,2.313867385
237.6,0.48516,3.183178434
237.8,0.40377,2.651834823
238,0.53373,3.508892348
238.2,0.13781,0.906911179
238.4,0.34503,2.272877646
238.6,0.32751,2.159625895
238.8,0.50776,3.351558421
239,0.50656,3.346980142
239.2,0.34371,2.273253826
239.4,0.2666,1.765017501
239.6,0,0
239.8,0.0074165,0.049198612
240,0.48407,3.214355392
240.2,0.35621,2.367681575
240.4,0.24095,1.603153734
240.6,0.40607,2.704455187
240.8,0.17522,1.168134351
241,0.41136,2.745117924
241.2,0.23015,1.537373338
241.4,0.79426,5.310801503
241.6,0.77434,5.182719186
241.8,0.35782,2.397280184
242,0.21755,1.458952211
242.2,0.28751,1.930022285
242.4,0.54047,3.631683117
242.6,0.63496,4.270800687
242.8,0.17674,1.189936993
243,0.17684,1.191778093
243.2,0.31074,2.096222739
243.4,0.17712,1.19600458
243.6,0.43846,2.963601395
243.8,0.0042786,0.028947807
244,0.089163,0.603840762
244.2,0.17744,1.202853277
244.4,0.29497,2.001529284
244.6,0.32872,2.232712502
244.8,0.17797,1.20997293
245,0.32136,2.186968124
245.2,0.42451,2.89174467
245.4,0.15635,1.066082691
245.6,0.079366,0.541686599
245.8,0.84802,5.793485065
246,0.0003469,0.002372236
246.2,0,0
246.4,0.0069534,0.047641918
246.6,0.17891,1.227001981
246.8,0.29013,1.991688965
247,0.33854,2.326251724
247.2,0.10481,0.72088649
247.4,0,0
247.6,0.071665,0.4938613
247.8,0.45233,3.120107516
248,0.41609,2.872878992
248.2,0.63243,4.370770646
248.4,0.16368,1.132286378
248.6,0.01021,0.070697024
248.8,0.18055,1.251374266
249,0.18076,1.254024466
249.2,0.15285,1.061408801
249.4,0,0
249.6,0.12245,0.851926257
249.8,0.045165,0.314526787
250,0.090543,0.631135384
250.2,0.0042241,0.02947226
250.4,0.31326,2.187738011
250.6,0.28543,1.995265247
250.8,0.077491,0.542203689
251,0.18184,1.273533397
251.2,0.18188,1.275014452
251.4,0.37968,2.664137673
251.6,0.39404,2.767499623
251.8,0.44322,3.115835092
252,0.51201,3.602806621
252.2,0.36937,2.601543328
252.4,0.22561,1.590502173
252.6,0.18282,1.290047338
252.8,0.1828,1.291111354
253,0.18304,1.294012971
253.2,0.11278,0.798048663
253.4,0.35693,2.528043532
253.6,0.11304,0.801377986
253.8,0.20393,1.447070515
254,0.39727,2.821611497
254.2,0.28404,2.019265272
254.4,0.3656,2.601489294
254.6,0.18394,1.310067222
254.8,0.30376,2.165454613
255,0.22969,1.638933203
255.2,0.31747,2.26736838
255.4,0.29956,2.141425688
255.6,0.55537,3.973753844
255.8,0.36569,2.618970191
256,0.18477,1.324486161
256.2,0.45902,3.293408788
256.4,0.51309,3.684726173
256.6,0.17394,1.250283055
256.8,0.15917,1.145161875
257,0.37442,2.69625563
257.2,0.14772,1.06472454
257.4,0,0
257.6,0.072534,0.523757444
257.8,0.18581,1.342926808
258,0.0084045,0.060798016
258.2,0.085942,0.62226708
258.4,0.04701,0.340686602
258.6,0.13398,0.971846772
258.8,0,0
259,0.13531,0.983269402
259.2,0.19351,1.407465744
259.4,0.3336,2.428576817
259.6,0.019068,0.138938281
259.8,0,0
260,0.12658,0.923980086
260.2,0.14538,1.062164912
260.4,0.1819,1.330176745
260.6,0.3738,2.735929584
260.8,0.13227,0.968981622
261,0.20905,1.532824842
261.2,0.23872,1.751938838
261.4,0.30985,2.275983018
261.6,0.18762,1.379379088
261.8,0.15693,1.154774217
262,0.07887,0.580883649
262.2,0.3215,2.369976869
262.4,0.054749,0.40394734
262.6,0.28406,2.097701498
262.8,0.099202,0.733227412
263,0.3222,2.383570912
263.2,0.29791,2.205827341
263.4,0.21975,1.628541498
263.6,0.18894,1.401448001
263.8,0.065992,0.489922202
264,0.31193,2.317796758
264.2,0.35965,2.674731976
264.4,0.16364,1.218067344
264.6,0.13897,1.035342726
264.8,0.27798,2.072800513
265,0,0
265.2,0.057609,0.430323374
265.4,0.077137,0.576696228
265.6,0.1384,1.035618634
265.8,0,0
266,0.12333,0.924464414
266.2,0.085396,0.640674293
266.4,0.38345,2.879296921
266.6,0.10357,0.778375694
266.8,0.047419,0.356685044
267,0.088574,0.66683076
267.2,0.009073,0.068365466
267.4,0.19091,1.439761943
267.6,0.074972,0.565896355
267.8,0.048664,0.367638544
268,0.30745,2.32467803
268.2,0.45063,3.410225852
268.4,0.11369,0.861112086
268.6,0.38549,2.922298406
268.8,0.52596,3.9905967
269,0,0
269.2,0.10248,0.778880001
269.4,0.36407,2.769420915
269.6,0.38048,2.896731223
269.8,0.35465,2.7023916
270,0.068135,0.519625179
270.2,0.078015,0.595482917
270.4,0.059471,0.454325762
270.6,0.08209,0.627657853
270.8,0.19879,1.52123916
271,0.0051064,0.03910999
271.2,0.33211,2.54580075
271.4,0.30149,2.313047837
271.6,0.084652,0.650006708
271.8,0.19309,1.48391484
272,0.070888,0.545243087
272.2,0.17237,1.326927044
272.4,0.19366,1.492082655
272.6,0.33,2.544685745
272.8,0.15572,1.201798197
273,0.29077,2.245966943
273.2,0.27931,2.159267928
273.4,0.056703,0.438724663
273.6,0.082439,0.638387488
273.8,0.42961,3.329594552
274,0.21659,1.680042894
274.2,0.33655,2.612740291
274.4,0.3046,2.366687448
274.6,0.084589,0.657792539
274.8,0.19454,1.514076055
275,0.67637,5.26849447
275.2,0.29139,2.271642231
275.4,0.041332,0.322488696
275.6,0.059803,0.466996386
275.8,0.19531,1.526431048
276,0.050601,0.395798062
276.2,0.34775,2.722345522
276.4,0.20422,1.600057588
276.6,0.034998,0.274436263
276.8,0.19572,1.5360102
277,0.3393,2.665035937
277.2,0.052591,0.41341921
277.4,0.30049,2.364116956
277.6,0.091921,0.723790841
277.8,0.13134,1.035033633
278,0,0
278.2,0.023837,0.188159592
278.4,0.19663,1.553398051
278.6,0.32927,2.603412907
278.8,0.25003,1.978520836
279,0.20956,1.659641245
279.2,0.28963,2.29565384
279.4,0.052025,0.412697351
279.6,0.089843,0.713280383
279.8,0.15881,1.261856681
280,0.2656,2.11210798
280.2,0.15405,1.226041924
280.4,0,0
280.6,0.080329,0.640363039
280.8,0.061879,0.493687228
281,0.33385,2.665719257
281.2,0.10156,0.811595928
281.4,0.0050835,0.040656861
281.6,0.28447,2.276989703
281.8,0.10868,0.870617743
282,0.18094,1.450659474
282.2,0,0
282.4,0.12292,0.987094252
282.6,0.23048,1.852343338
282.8,0.22879,1.840251477
283,0.41593,3.348204689
283.2,0.067595,0.54457496
283.4,0.099576,0.802876673
283.6,0.29297,2.36411233
283.8,0.23868,1.927575985
284,0.46146,3.729750563
284.2,0.1995,1.613758728
284.4,0.19961,1.615949208
284.6,0.32822,2.659254426
284.8,0.25395,2.059170161
285,0.22456,1.822322851
285.2,0.14088,1.144170904
285.4,0.10112,0.821915153
285.6,0.1964,1.597642166
285.8,0.15548,1.265786336
286,0.2006,1.634422669
286.2,0.083388,0.679961496
286.4,0.068251,0.556976454
286.6,0.37336,3.049315751
286.8,0,0
287,0.4437,3.62958394
287.2,0,0
287.4,0.29076,2.382285735
287.6,0.0032817,0.026909372
287.8,0,0
288,0.17115,1.40563264
288.2,0.27238,2.238797859
288.4,0.11919,0.980446661
288.6,0.026777,0.220439949
288.8,0,0
289,0.26863,2.214984069
289.2,0.17559,1.448969867
289.4,0.093689,0.773733516
289.6,0.20254,1.674004398
289.8,0.29631,2.450952153
290,0,0
290.2,0,0
290.4,0.13746,1.139702746
290.6,0.40697,3.376909369
290.8,0.22852,1.897678926
291,0.11935,0.991887028
291.2,0.13735,1.14237707
291.4,0.053591,0.446080727
291.6,0.30163,2.512677076
291.8,0.10841,0.903798869
292,0.40798,3.403936026
292.2,0.40842,3.410274562
292.4,0.22345,1.867249257
292.6,0.071502,0.597970117
292.8,0.20402,1.707548919
293,0.17209,1.441434561
293.2,0,0
293.4,0,0
293.6,0.29984,2.517352999
293.8,0.10063,0.84551239
294,0.36106,3.036054782
294.2,0.41022,3.452109382
294.4,0.17835,1.502028227
294.6,0.17042,1.436357595
294.8,0.12954,1.092654133
295,0.39128,3.302957979
295.2,0.39626,3.347587873
295.4,0.20539,1.736469549
295.6,0.20549,1.73865923
295.8,0.15608,1.321620333
296,0.10421,0.883088653
296.2,0.35689,3.026666139
296.4,0.14184,1.203826418
296.6,0.23812,2.022533893
296.8,0.26142,2.222149689
297,0.25532,2.1719693
297.2,0.26773,2.279292239
297.4,0.072411,0.616937867
297.6,0.11318,0.965028774
297.8,0,0
298,0,0
298.2,0.1077,0.920420004
298.4,0.066923,0.572372254
298.6,0.41388,3.542502983
298.8,0.29166,2.498302683
299,0.055333,0.47433436
299.2,0.12548,1.076482198
299.4,0.41212,3.538244136
299.6,0.27771,2.386091942
299.8,0.31853,2.738907331
300,0.055554,0.478050155
