Energy[keV],Fluence_rate [cm^-2s^-1],kerma_rate[keV/g s]
27.2,1.5693,8.608326248
27.4,1.1843,6.398852656
27.6,1.0142,5.398557704
27.8,0.80452,4.219813091
28,0.5477,2.831339984
28.2,0.48192,2.455895686
28.4,0.17343,0.871444278
28.6,0.4177,2.069935985
28.8,0.37855,1.850506257
29,0.47606,2.296119567
29.2,0.22918,1.090818417
29.4,0.28121,1.321034214
29.6,0.016596,0.076956727
29.8,0.31792,1.455329441
30,0.36615,1.654748038
30.2,0.18253,0.814454903
30.4,0.19212,0.846455999
30.6,0.12598,0.548114029
30.8,0.31959,1.373213016
31,0.10583,0.449124031
31.2,0.42803,1.794243068
31.4,0.31938,1.322515052
31.6,0.34298,1.403082749
31.8,0.38878,1.571358271
32,0.40831,1.630620338
32.2,0.52837,2.08509939
32.4,0.33427,1.303603552
32.6,0.1683,0.648671852
32.8,0.3276,1.247988117
33,0.47022,1.770621109
33.2,0.287,1.068307654
33.4,0.28613,1.052929333
33.6,0.17957,0.653314138
33.8,0.39729,1.429153874
34,0.38486,1.368949556
34.2,0.53271,1.873780259
34.4,0.47433,1.649988725
34.6,0.20025,0.688929097
34.8,0.28978,0.986054
35,0.37166,1.250940627
35.2,0.066461,0.221296513
35.4,0.29399,0.968596501
35.6,0.024744,0.08067981
35.8,0.51328,1.656579131
36,0.17149,0.547941474
36.2,0.098188,0.310643629
36.4,0.29037,0.909771169
36.6,0.21536,0.668322784
36.8,0.17177,0.528044512
37,0.22212,0.676504894
37.2,0.37497,1.131605086
37.4,0.43489,1.300603624
37.6,0.412,1.221178465
37.8,0.04122,0.121102391
38,0.13785,0.401474563
38.2,0.25732,0.742971972
38.4,0.29694,0.850068167
38.6,0.30639,0.869724793
38.8,0.22529,0.634169039
39,0.24932,0.695997038
39.2,0.22744,0.629699417
39.4,0.3782,1.038558453
39.6,0.29496,0.803415439
39.8,0.017701,0.047826108
40,0.011276,0.030222684
40.2,0.44963,1.195585993
40.4,0.53545,1.412686656
40.6,0.14141,0.370221094
40.8,0.17457,0.453582675
41,0.3319,0.855954301
41.2,0.19298,0.494039621
41.4,0.22971,0.583827067
41.6,0.47029,1.186786644
41.8,0.15399,0.385876922
42,0.35151,0.874760637
42.2,0.29566,0.730776145
42.4,0.25581,0.628049177
42.6,0.31963,0.779563056
42.8,0.52131,1.263193106
43,0.34415,0.828577255
43.2,0.13859,0.331565571
43.4,0.57901,1.376625655
43.6,0.41744,0.986405086
43.8,0.41931,0.984841475
44,0.69288,1.617695141
44.2,0.52007,1.207104718
44.4,0.63401,1.463052699
44.6,0.14287,0.327809208
44.8,0.29848,0.68099891
45,0.35139,0.797270723
45.2,0.065718,0.148292605
45.4,0.30429,0.68292722
45.6,0.1318,0.294229325
45.8,0.29937,0.664804905
46,0.29912,0.660811759
46.2,0.30077,0.66106411
46.4,0.3669,0.802349009
46.6,0.33235,0.723181078
46.8,0.46446,1.005689931
47,0.24008,0.517325965
47.2,0.49054,1.051968618
47.4,0.33629,0.717776762
47.6,0.47938,1.01842472
47.8,0.34838,0.736718881
48,0.30103,0.633699564
48.2,0.805,1.687017322
48.4,0.31448,0.656132011
48.6,0.33516,0.696223917
48.8,0.30487,0.630570383
49,0.041546,0.085564441
49.2,0.039998,0.082029536
49.4,0.35283,0.720588915
49.6,0.57211,1.16362618
49.8,0.3026,0.612965593
50,0.95344,1.92359974
50.2,0.17851,0.35872978
50.4,0.41158,0.823911163
50.6,0.46977,0.936849436
50.8,0.23487,0.466666984
51,0.66922,1.324889096
51.2,0.40671,0.802346761
51.4,0.18533,0.364354934
51.6,0.36361,0.712444361
51.8,0.55817,1.09006366
52,0.3391,0.660110947
52.2,0.42597,0.826618249
52.4,0.23759,0.459646059
52.6,0.26288,0.507054276
52.8,0.34811,0.66949382
53,0.3301,0.633052843
53.2,0.1795,0.343284353
53.4,0.30837,0.588148648
53.6,0.26693,0.507770743
53.8,0.46767,0.88734919
54,0.188,0.355816994
54.2,0.27571,0.520551578
54.4,0.30706,0.578369153
54.6,0.43826,0.823592063
54.8,0.47019,0.881616216
55,0.5465,1.02246687
55.2,0.30806,0.575140485
55.4,0.4142,0.771710746
55.6,0.42966,0.798915981
55.8,0.59492,1.104058351
56,0.12733,0.23585585
56.2,0.47912,0.885864909
56.4,0.51654,0.953364383
56.6,0.39545,0.728622284
56.8,0.71388,1.313154388
57,0.45196,0.830029918
57.2,0.34362,0.63008406
57.4,0.33836,0.619509835
57.6,0.14723,0.269176492
57.8,0.46406,0.847244518
58,0.84145,1.534188201
58.2,0.35548,0.647295756
58.4,0.61367,1.116043233
58.6,0.44216,0.803165588
58.8,0.72198,1.309938815
59,0.48348,0.876243805
59.2,0.53257,0.964192761
59.4,0.55271,0.999643278
59.6,0.62972,1.137824653
59.8,0.67412,1.21692688
60,0.72726,1.311702726
60.2,0.79595,1.434386481
60.4,0.53003,0.954397259
60.6,0.43238,0.777958448
60.8,0.44887,0.80702552
61,0.75862,1.362952571
61.2,0.60509,1.086375974
61.4,0.46537,0.834980441
61.6,0.60094,1.077558511
61.8,0.67533,1.210240747
62,0.38514,0.689818034
62.2,0.34378,0.615419118
62.4,1.1133,1.992009335
62.6,0.55768,0.997395475
62.8,0.38056,0.680335382
63,0.3694,0.660129115
63.2,0.39304,0.702126486
63.4,0.45589,0.81414143
63.6,0.71695,1.279983775
63.8,0.33715,0.601768193
64,0.59353,1.059141329
64.2,0.8623,1.538471814
64.4,0.44961,0.802050695
64.6,0.45824,0.81735057
64.8,0.55405,0.988163253
65,0.68402,1.219909999
65.2,0.60134,1.072440603
65.4,0.38991,0.69538711
65.6,0.075389,0.134460377
65.8,0.52892,0.943442435
66,0.69872,1.246472468
66.2,0.39107,0.697755327
66.4,0.30143,0.537922048
66.6,0.55969,0.999032736
66.8,0.62115,1.109029427
67,1.0077,1.79973007
67.2,1.1887,2.123699448
67.4,0.8096,1.446942011
67.6,0.59101,1.056696975
67.8,0.50933,0.911056029
68,0.57424,1.027648665
68.2,0.78073,1.397889008
68.4,0.66846,1.197520803
68.6,0.49412,0.88570913
68.8,0.55709,0.999195188
69,0.4341,0.779105519
69.2,0.57849,1.038960704
69.4,0.78324,1.407700119
69.6,0.70137,1.261507255
69.8,0.83043,1.494817361
70,0.59944,1.079912626
70.2,0.7809,1.408009764
70.4,0.52469,0.946856873
70.6,0.45512,0.822021018
70.8,0.49028,0.886300431
71,0.31166,0.56390006
71.2,0.30654,0.555133204
71.4,0.26503,0.480395491
71.6,0.64329,1.167103979
71.8,0.72195,1.311033918
72,0.82709,1.503380776
72.2,0.75483,1.373347083
72.4,1.4236,2.592625253
72.6,1.1203,2.042267119
72.8,1.007,1.837553974
73,1.2202,2.228846762
73.2,0.8508,1.555684432
73.4,0.59342,1.086194151
73.6,0.71779,1.315226354
73.8,0.69739,1.279214383
74,0.96057,1.763875761
74.2,0.81982,1.507078267
74.4,0.71848,1.322261662
74.6,1.4621,2.693844065
74.8,1.9284,3.557070763
75,1.6706,3.085143313
75.2,0.91113,1.68460581
75.4,0.61867,1.145248689
75.6,0.75648,1.402067195
75.8,0.59439,1.103015082
76,0.38,0.706057696
76.2,0.52394,0.974749357
76.4,0.82455,1.536000941
76.6,0.62864,1.172594799
76.8,0.35363,0.660503321
77,0.41469,0.775600369
77.2,0.61602,1.153736104
77.4,0.77812,1.459366123
77.6,0.83966,1.577015778
77.8,0.92279,1.735638676
78,0.38654,0.728087899
78.2,0.45905,0.865947276
78.4,0.5517,1.042283287
78.6,0.55159,1.043661917
78.8,0.55088,1.043927975
79,0.49633,0.942027613
79.2,0.54727,1.04036062
79.4,0.63002,1.199597122
79.6,1.25,2.383963737
79.8,0.88744,1.695301706
80,0.93048,1.78050541
80.2,0.55039,1.054971185
80.4,0.70519,1.353976818
80.6,0.23742,0.456623946
80.8,0.67219,1.295003889
81,0.41381,0.798581158
81.2,0.93107,1.79986916
81.4,0.79615,1.541684696
81.6,0.78701,1.526597578
81.8,0.16578,0.322123024
82,0.52982,1.031252492
82.2,0.33641,0.655925275
82.4,0.70471,1.376405956
82.6,0.8448,1.652884641
82.8,0.87342,1.71185213
83,0.68837,1.351517047
83.2,0.45772,0.900239397
83.4,1.2062,2.376501493
83.6,1.1034,2.177782731
83.8,0.87827,1.736499385
84,0.71775,1.42163159
84.2,0.44596,0.88486978
84.4,0.44314,0.880838653
84.6,0.91996,1.831887169
84.8,0.70843,1.413199724
85,0.92468,1.847895436
85.2,0.71637,1.434185075
85.4,0.64459,1.292813409
85.6,0.84817,1.704206857
85.8,0.47092,0.947930152
86,0.52086,1.050371036
86.2,0.87298,1.763686229
86.4,0.71576,1.448713691
86.6,0.57665,1.169306595
86.8,0.81712,1.659991249
87,0.78733,1.602446526
87.2,0.38299,0.780951277
87.4,1.0371,2.118702152
87.6,0.76649,1.568814455
87.8,1.1258,2.308581617
88,0.49597,1.018970044
88.2,0.72167,1.485490359
88.4,0.58455,1.205538871
88.6,1.2,2.479547277
88.8,0.67425,1.395876373
89,0.61303,1.271586406
89.2,0.45625,0.948218663
89.4,0.83457,1.737853737
89.6,0.96824,2.020141055
89.8,0.72054,1.506289374
90,0.64901,1.359429845
90.2,0.70352,1.476515293
90.4,0.64213,1.350327698
90.6,0.79892,1.68334451
90.8,0.64443,1.360497981
91,0.56789,1.20126246
91.2,0.67911,1.439343959
91.4,0.71271,1.513517662
91.6,0.69581,1.480522562
91.8,0.8495,1.811078034
92,0.62808,1.341646178
92.2,0.50991,1.091354381
92.4,0.38001,0.814923135
92.6,0.99314,2.133937577
92.8,0.53681,1.155691309
93,0.21965,0.47380867
93.2,0.51708,1.117585477
93.4,0.3868,0.837647867
93.6,0.57199,1.241127502
93.8,0.35288,0.767200729
94,0.42074,0.916538999
94.2,0.56222,1.227156442
94.4,0.57475,1.256986313
94.6,0.51347,1.125190683
94.8,0.21644,0.475236444
95,0.52875,1.163283446
95.2,0.74417,1.640484731
95.4,0.86619,1.913286887
95.6,0.61091,1.352113662
95.8,0.40965,0.908490139
96,0.326,0.724433486
96.2,0.91578,2.039145454
96.4,0.55051,1.228290185
96.6,0.61616,1.377560495
96.8,0.60805,1.362199376
97,0.3163,0.710047958
97.2,0.41075,0.923966388
97.4,0.78217,1.76308386
97.6,0.87424,1.974689912
97.8,0.72278,1.635965284
98,0.66279,1.503304742
98.2,1.1801,2.682233057
98.4,0.83897,1.910884086
98.6,0.68977,1.574367481
98.8,0.65086,1.488699578
99,0.63653,1.459015492
99.2,0.94657,2.174298987
99.4,0.60362,1.389503665
99.6,0.44475,1.025996112
99.8,0.61612,1.42440329
100,0.4081,0.945532509
100.2,0.92898,2.157048918
100.4,0.49316,1.147582665
100.6,0.33525,0.781818929
100.8,0.53246,1.244412616
101,1.1243,2.633288384
101.2,0.72996,1.713376679
101.4,0.52537,1.235820583
101.6,0.35254,0.831062562
101.8,0.60414,1.427239579
102,0.6533,1.546695186
102.2,0.34113,0.809363471
102.4,0.43555,1.035600247
102.6,1.248,2.973705766
102.8,1.0148,2.42321528
103,0.57492,1.375770346
103.2,0.44929,1.07743513
103.4,0.28715,0.69007759
103.6,0.13731,0.330685289
103.8,0.19751,0.476677102
104,0.67117,1.623263887
104.2,1.0278,2.491067509
104.4,0.32988,0.80122054
104.6,0.32707,0.796076717
104.8,0.5266,1.284434954
105,0.74936,1.831630015
105.2,0.21703,0.531596288
105.4,0.57582,1.413392517
105.6,0.48705,1.198015451
105.8,0.72662,1.791051242
106,0.82795,2.04510465
106.2,0.38953,0.964188785
106.4,0.45777,1.135474057
106.6,0.27578,0.68548881
106.8,0.45045,1.12199496
107,0.27479,0.685884448
107.2,0.60182,1.50529416
107.4,0.29098,0.729325917
107.6,0.17906,0.449738284
107.8,0.48369,1.21739129
108,0.31541,0.795498529
108.2,0.5781,1.461055715
108.4,0.68267,1.728914683
108.6,0.4463,1.132628864
108.8,0.83883,2.133200857
109,0.83435,2.126190595
109.2,0.27419,0.700165548
109.4,0.42727,1.093316271
109.6,0.45111,1.156696014
109.8,0.49375,1.268634043
110,0.35871,0.923558278
110.2,0.61201,1.578955952
110.4,0.52512,1.35756253
110.6,0.71802,1.860059043
110.8,0.67015,1.739603368
111,0.53977,1.404022669
111.2,0.75897,1.97822771
111.4,0.6891,1.799779731
111.6,0.60532,1.584187974
111.8,1.0307,2.702948054
112,0.5985,1.572723841
112.2,0.43678,1.150093411
112.4,0.79851,2.10684194
112.6,0.9116,2.410106926
112.8,0.62871,1.665566359
113,0.87326,2.318109265
113.2,0.78309,2.082955377
113.4,0.44715,1.191787076
113.6,0.36668,0.979284787
113.8,0.44441,1.189271913
114,0.241,0.646233023
114.2,0.13944,0.374656662
114.4,0.18643,0.501920676
114.6,1.0542,2.843902653
114.8,0.47508,1.284192474
115,0.60529,1.639448449
115.2,0.39929,1.083659479
115.4,0.77525,2.108218183
115.6,0.44639,1.216345258
115.8,0.63587,1.736115559
116,0.65182,1.783220792
116.2,0.85717,2.349691295
116.4,0.4217,1.158278841
116.6,0.23955,0.659281132
116.8,0.71615,1.974889023
117,0.5967,1.648763057
117.2,0.46896,1.298376985
117.4,0.52992,1.470067941
117.6,0.73485,2.042618114
117.8,0.65087,1.81277298
118,1.0249,2.860162097
118.2,0.48508,1.356381384
118.4,0.73741,2.066027441
118.6,0.21613,0.606736392
118.8,0.15348,0.431711911
119,0.27433,0.773164882
119.2,0.55147,1.557315525
119.4,0.46563,1.317500881
119.6,0.36119,1.024000705
119.8,0.61035,1.733793642
120,0.93006,2.647175222
120.2,0.47775,1.362463993
120.4,0.31512,0.900434808
120.6,0.36815,1.054028707
120.8,0.39859,1.143417204
121,0.24825,0.713538869
121.2,0.62711,1.806015732
121.4,0.75182,2.169404192
121.6,0.30937,0.894443624
121.8,0.35758,1.035846852
122,0.68094,1.97641489
122.2,0.90743,2.638935236
122.4,0.62801,1.829902196
122.6,0.49441,1.443423198
122.8,0.43906,1.284324663
123,0.6657,1.951072572
123.2,0.40114,1.177969811
123.4,0.48306,1.42128771
123.6,0.59208,1.74543412
123.8,0.90878,2.684252672
124,0.26315,0.778769602
124.2,0.59828,1.773987309
124.4,0.4775,1.418597641
124.6,0.42149,1.25462055
124.8,0.27791,0.82883483
125,0.34066,1.017942146
125.2,0.47107,1.410342275
125.4,0.31271,0.938029554
125.6,0.57259,1.720888598
125.8,0.78231,2.355703986
126,0.73802,2.226595942
126.2,0.56018,1.693288495
126.4,0.54593,1.653366155
126.6,0.26588,0.806761462
126.8,0.38603,1.17356354
127,0.29418,0.896031911
127.2,0.72678,2.217873671
127.4,0.49236,1.50535471
127.6,0.28522,0.873689392
127.8,0.27878,0.85557578
128,0.7011,2.155735188
128.2,0.56196,1.731164093
128.4,0.6225,1.921270017
128.6,0.50018,1.546644268
128.8,0.77581,2.403440729
129,0.68589,2.128851288
129.2,0.54843,1.705390209
129.4,1.3044,4.063721864
129.6,0.74141,2.314094978
129.8,0.85681,2.679265612
130,0.45923,1.438695755
130.2,0.5464,1.714967323
130.4,0.37223,1.170474551
130.6,0.57139,1.800062961
130.8,0.59621,1.881732136
131,0.30505,0.964566345
131.2,0.41123,1.302709122
131.4,0.84501,2.681792531
131.6,0.5495,1.747152361
131.8,0.47655,1.517995263
132,0.3322,1.060131041
132.2,0.36203,1.157448293
132.4,0.60005,1.921944065
132.6,0.57454,1.843609785
132.8,0.41856,1.345553799
133,0.32741,1.054457518
133.2,0.64133,2.06924405
133.4,0.68749,2.222228835
133.6,0.61337,1.98626136
133.8,0.42029,1.363495285
134,0.57262,1.861063024
134.2,0.7045,2.293849009
134.4,0.72678,2.370693183
134.6,0.90227,2.948470311
134.8,0.5386,1.763249491
135,0.16331,0.535607568
135.2,0.34498,1.133479569
135.4,0.55457,1.825413933
135.6,0.35326,1.164887632
135.8,0.26236,0.866704709
136,0.25135,0.831832307
136.2,0.16456,0.54558691
136.4,0.95152,3.160383423
136.6,0.16506,0.549218704
136.8,0.50763,1.69212261
137,0.23055,0.769892703
137.2,0.47596,1.592265669
137.4,0.60165,2.016361877
137.6,0.83012,2.787047749
137.8,0.78636,2.644864499
138,0.56357,1.898925292
138.2,0.25335,0.855181799
138.4,0.24329,0.82269502
138.6,0.48226,1.633700618
138.8,0.87154,2.95770422
139,0.61451,2.089162066
139.2,0.10552,0.359379504
139.4,0.16936,0.577835622
139.6,0.26378,0.90159165
139.8,0.3459,1.184384593
140,1.1461,3.931320936
140.2,0.71407,2.453748027
140.4,0.34695,1.194341141
140.6,0.43675,1.506141816
140.8,0.75982,2.624908946
141,0.46267,1.601196162
141.2,0.48746,1.689977653
141.4,0.76292,2.649652047
141.6,0.10973,0.381770332
141.8,0.46765,1.629910503
142,0.10496,0.366464348
142.2,0.42209,1.476308481
142.4,0.52927,1.854438869
142.6,0.3863,1.355882896
142.8,0.37318,1.312130699
143,0.31694,1.116338941
143.2,0.34513,1.217758112
143.4,0.7768,2.74565422
143.6,0.46352,1.641203399
143.8,0.58397,2.0712893
144,0.30842,1.095842237
144.2,0.31136,1.108211299
144.4,0.4668,1.664346791
144.6,0.63502,2.26804966
144.8,0.1013,0.362431331
145,0.43761,1.568388334
145.2,0.69314,2.488492536
145.4,0.53016,1.906646951
145.6,0.74855,2.696689899
145.8,0.23163,0.835893186
146,0.45624,1.649278619
146.2,0.27836,1.007978091
146.4,0.4025,1.459999271
146.6,0.43443,1.578512188
146.8,0.21936,0.798409741
147,0.37114,1.353147956
147.2,0.36803,1.344091221
147.4,0.37063,1.355885306
147.6,0.063529,0.23280383
147.8,0.24458,0.897787606
148,0.59762,2.197410496
148.2,0.52875,1.947460659
148.4,0.15458,0.5702991
148.6,0.36855,1.361995562
148.8,0.54682,2.02419514
149,0.48422,1.795470325
149.2,0.40977,1.521955638
149.4,0.79305,2.950445031
149.6,0.97054,3.616798506
149.8,0.44734,1.669826362
150,0.44011,1.645569773
150.2,0.26432,0.989932287
150.4,0.62102,2.329702683
150.6,0.2099,0.788725448
150.8,0.42511,1.600045348
151,0.2725,1.027339741
151.2,0.72686,2.744820955
151.4,0.66148,2.502042583
151.6,0.29121,1.103311265
151.8,0.14146,0.536831848
152,0.46906,1.782973688
152.2,0.62052,2.362562467
152.4,0.68201,2.600927868
152.6,0.55557,2.122195895
152.8,0.55211,2.112421048
153,0.85086,3.260770563
153.2,0.47979,1.841703282
153.4,0.15231,0.585601661
153.6,0.39871,1.535449365
153.8,0.28636,1.104572669
154,0.26281,1.015375019
154.2,0.41286,1.597677532
154.4,0.54674,2.119180669
154.6,0.24289,0.942967384
154.8,0.34275,1.33279541
155,0.62352,2.428479776
155.2,0.74798,2.917905726
155.4,0.38257,1.494818424
155.6,0.17785,0.69602807
155.8,0.36393,1.426544068
156,0.20604,0.808932758
156.2,0.76584,3.011560363
156.4,0.27623,1.087967984
156.6,0.23045,0.909102458
156.8,0.8731,3.449769343
157,0.40592,1.606406955
157.2,0.31556,1.250792406
157.4,0.53038,2.105608854
157.6,0.35194,1.399411922
157.8,0.35258,1.404171341
158,0.22555,0.899683732
158.2,0.17251,0.689199622
158.4,0.38862,1.55502988
158.6,0.50024,2.004813416
158.8,0.266,1.067722152
159,0.25497,1.025051991
159.2,0.64822,2.610108443
159.4,0.54225,2.186825477
159.6,0.65001,2.625500873
159.8,0.55452,2.243293176
160,0.16197,0.65626497
160.2,0.49552,2.010855111
160.4,0.22879,0.929888146
160.6,0.45889,1.867994022
160.8,0.091136,0.371560211
161,0.21907,0.894527368
161.2,0.46329,1.894673032
161.4,0.77456,3.1725332
161.6,0.38265,1.569718337
161.8,0.22167,0.910741194
162,0.31907,1.312928941
162.2,0.47455,1.955705972
162.4,0.57797,2.385571086
162.6,0.48289,1.996180953
162.8,0.47502,1.966651332
163,0.28996,1.202310105
163.2,0.45049,1.870792606
163.4,0.42234,1.75656386
163.6,0.33698,1.403673973
163.8,0.50787,2.118723248
164,0.60614,2.53252258
164.2,0.41964,1.755962066
164.4,0.51513,2.158798589
164.6,0.37762,1.584916785
164.8,0.34332,1.44313161
165,0.39353,1.6566822
165.2,0.4122,1.737893026
165.4,0.60755,2.565369573
165.6,1.0139,4.287607963
165.8,0.35553,1.505731036
166,0.67519,2.863831934
166.2,0.2514,1.067914174
166.4,0.2916,1.240530152
166.6,0.3419,1.4566889
166.8,0.5287,2.25592213
167,0.27353,1.168869494
167.2,0.29158,1.247855325
167.4,0.42691,1.829731913
167.6,0.30533,1.310582688
167.8,0.34701,1.491694677
168,0.34151,1.470224186
168.2,0.53698,2.315152617
168.4,0.35418,1.529276855
168.6,0.36437,1.575594492
168.8,0.24084,1.042964226
169,0.68718,2.98022773
169.2,0.36603,1.589765123
169.4,0.59819,2.601908212
169.6,0.096284,0.419413771
169.8,0.07996,0.348815911
170,0.35032,1.530462079
170.2,0.49684,2.173739703
170.4,0.27032,1.184409033
170.6,0.39146,1.717681654
170.8,0.83212,3.656555804
171,0.17707,0.779222351
171.2,0.63381,2.793218303
171.4,0.3445,1.520420119
171.6,0.099337,0.439049233
171.8,0.30452,1.347860729
172,0.37571,1.66536021
172.2,0.21401,0.949981053
172.4,0.14944,0.664312463
172.6,0.13872,0.617544852
172.8,0.38976,1.737599957
173,0.54527,2.434369294
173.2,0.38987,1.743075606
173.4,0.66172,2.962725685
173.6,0.35908,1.61000935
173.8,0.19737,0.886211844
174,0.02353,0.10580271
174.2,0.10769,0.484917578
174.4,0.18798,0.847658874
174.6,0.2038,0.920300794
174.8,0.50699,2.292663903
175,0.25521,1.155721801
175.2,0.3367,1.526906737
175.4,0.53178,2.414983991
175.6,0.18673,0.849196714
175.8,0.64561,2.940190721
176,0.86507,3.945178445
176.2,0.48027,2.193360971
176.4,0.61515,2.813287017
176.6,0.27599,1.263961475
176.8,0.016469,0.075529101
177,0.17106,0.785599644
177.2,0.25582,1.176500613
177.4,0.46842,2.157233126
177.6,0.6834,3.151662854
177.8,0.17141,0.791595298
178,0.4412,2.040346735
178.2,0.39252,1.817736134
178.4,0.57712,2.676300723
178.6,0.41257,1.915866888
178.8,0.41312,1.92106463
179,0.52351,2.437743347
179.2,0.3789,1.766786303
179.4,0.26105,1.21892987
179.6,0.03895,0.182119846
179.8,0.20647,0.966720112
180,0.59742,2.801023378
180.2,0.66977,3.144524973
180.4,0.32266,1.516931862
180.6,0.31621,1.488631969
180.8,0.29332,1.382749244
181,0.34787,1.642131613
181.2,0.2649,1.252164532
181.4,0.45115,2.135443497
181.6,0.2747,1.302005138
181.8,0.3073,1.458487635
182,0.47281,2.247047425
182.2,0.20566,0.97872359
182.4,0.36023,1.716619305
182.6,0.36011,1.718353213
182.8,0.26794,1.280257159
183,0.15593,0.746055272
183.2,0.71025,3.402777079
183.4,0.51398,2.465747941
183.6,0.5378,2.583465909
183.8,0.25652,1.233905573
184,0.16445,0.792086503
184.2,0.52277,2.521312756
184.4,0.40186,1.940740479
184.6,0.44587,2.156139485
184.8,0.36295,1.757480914
185,0.27247,1.321104063
185.2,0.45532,2.210593513
185.4,0.50972,2.477975328
185.6,0.54787,2.66695249
185.8,0.63277,3.084291484
186,0.74497,3.635962677
186.2,0.58712,2.869313049
186.4,0.33125,1.620976442
186.6,0.62933,3.083673184
186.8,0.49153,2.41161719
187,0.38792,1.905760351
187.2,0.022032,0.108379501
187.4,0.76944,3.789957666
187.6,0.27731,1.367699767
187.8,0.57055,2.817629366
188,0.022512,0.111318776
188.2,0.30076,1.489148072
188.4,0.32111,1.591968186
188.6,0.43675,2.16808098
188.8,0.23565,1.171308651
189,0.40872,2.034184826
189.2,0.43831,2.184267431
189.4,0.55126,2.750680334
189.6,0.48069,2.401636325
189.8,0.2051,1.026043182
190,0.41324,2.069948138
190.2,0.74952,3.759211716
190.4,0.5196,2.609386845
190.6,0.25985,1.306613484
190.8,0.16178,0.814523577
191,0.1747,0.880694891
191.2,0.25443,1.284262985
191.4,0.19868,1.004135244
191.6,0.3998,2.023171044
191.8,0.1301,0.659201523
192,0.12794,0.649079201
192.2,0.23365,1.186880305
192.4,0.23095,1.174649367
192.6,0.47883,2.438485267
192.8,0.26599,1.356288111
193,0.44696,2.281931108
193.2,0.2864,1.464041799
193.4,0.53385,2.732408779
193.6,0.37291,1.91106646
193.8,0.058715,0.301276695
194,0.37651,1.934359018
194.2,0.34953,1.797995086
194.4,0.62324,3.209979255
194.6,0.33997,1.75319311
194.8,0.22847,1.179668515
195,0.6667,3.446690638
195.2,0.45138,2.336439845
195.4,0.6706,3.475487141
195.6,0.24704,1.281913339
195.8,0.28222,1.466283123
196,0.49317,2.565457183
196.2,0.45382,2.363683044
196.4,0.27574,1.437945035
196.6,0.26516,1.384480529
196.8,0.29394,1.536644069
197,0.29421,1.53995207
197.2,0.22851,1.197538804
197.4,0.61741,3.239605204
197.6,0.28158,1.479291337
197.8,0.17192,0.904297297
198,0.37634,1.981972269
198.2,0.22689,1.196366813
198.4,0.66844,3.528927126
198.6,0.3225,1.704671449
198.8,0.49787,2.634857241
199,0.27956,1.481309419
199.2,0.1814,0.962359009
199.4,0.32637,1.733558929
199.6,0.31743,1.688124049
199.8,0.3664,1.95091942
200,0.77853,4.150363832
200.2,0.5373,2.867834407
200.4,0.050149,0.267994186
200.6,0.28201,1.508873813
200.8,0.57209,3.064626413
